DATE,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2018/05/15 04:00:00+00,1954,1954,0 W  KENNEDY ST,ALL OTHER OFFENSES,True,3013
2018/05/05 04:00:00+00,1831,1831,2700 S  SALINA ST,POSSESSION/MARIJUANA,False,3014
2018/05/05 04:00:00+00,1836,1836,100 HUNTER AV,SIMPLE ASSAULT,False,3015
2018/05/05 04:00:00+00,1843,1843,900 ONONDAGA AV,POSSESSION/USE DRUG,False,3016
2018/05/05 04:00:00+00,1920,1920,200 PUTNAM ST,POSSESSION/USE DANGEROUS WEAPONS,True,3017
2018/05/05 04:00:00+00,1936,1936,100 TALLMAN ST,POSSESSION/MARIJUANA,False,3018
2018/05/05 04:00:00+00,2050,2056,800 N  SALINA ST,SIMPLE ASSAULT,False,3019
2018/05/05 04:00:00+00,2112,2112,0 CONSTELLATION WAY  N,ALL OTHER OFFENSES,False,3020
2018/05/05 04:00:00+00,2149,2200,400 SOUTH AV,POSSESSION/MARIJUANA,True,3021
2018/05/05 04:00:00+00,2229,2229,0 FAGE AV,POSSESSION/MARIJUANA,False,3022
2018/05/05 04:00:00+00,2230,2240,1500 LODI ST,SIMPLE ASSAULT,False,3023
2018/05/05 04:00:00+00,2300,2303,100 BURDICK AV,SIMPLE ASSAULT,False,3024
2018/05/05 04:00:00+00,830,935,100 STEWART CT,CRIMINAL MISCHIEF,True,3025
2018/05/05 04:00:00+00,145,145,200 HOLLAND ST,CRIMINAL MISCHIEF,True,3026
2018/05/06 04:00:00+00,1,1,300 AVERY AV,CRIMINAL MISCHIEF,True,3027
2018/05/06 04:00:00+00,15,20,200 MERRIMAN AV,SIMPLE ASSAULT,False,3028
2018/05/06 04:00:00+00,45,49,800 N  SALINA ST,SIMPLE ASSAULT,False,3029
2018/05/06 04:00:00+00,50,50,500 GIFFORD ST,POSSESSION/USE DANGEROUS WEAPONS,True,3030
2018/05/06 04:00:00+00,1415,230,400 CORTLAND AV,CRIMINAL MISCHIEF,True,3031
2018/05/06 04:00:00+00,239,239,400 SMALL RD,ALL OTHER OFFENSES,False,3032
2018/05/06 04:00:00+00,240,244,300 GIFFORD ST,SIMPLE ASSAULT,False,3033
2018/05/06 04:00:00+00,345,345,600 E  DIVISION ST,CRIMINAL MISCHIEF,True,3034
2018/05/06 04:00:00+00,354,354,2600 S  SALINA ST,POSSESSION/MARIJUANA,False,3035
2018/05/06 04:00:00+00,500,503,300 PUTNAM ST,SIMPLE ASSAULT,False,3036
2018/05/06 04:00:00+00,850,850,700 HAWLEY AV,SIMPLE ASSAULT,False,3037
2018/05/06 04:00:00+00,1214,1214,700 ONONDAGA AV,POSSESSION/MARIJUANA,False,3038
2018/05/06 04:00:00+00,1432,1432,300 KIRKPATRICK ST,SIMPLE ASSAULT,False,3039
2018/05/06 04:00:00+00,1738,1740,1500 S  STATE ST,CRIMINAL MISCHIEF,False,3040
2018/05/06 04:00:00+00,1810,1810,1900 E  FAYETTE ST,SIMPLE ASSAULT,False,3041
2018/05/06 04:00:00+00,1820,1827,100 W  OSTRANDER AV,SIMPLE ASSAULT,False,3042
2018/05/06 04:00:00+00,1913,1918,1600 ERIE BLVD E,SIMPLE ASSAULT,False,3043
2018/05/06 04:00:00+00,2006,2006,200 MCLENNAN AV,CRIMINAL MISCHIEF,True,3044
2018/05/06 04:00:00+00,2030,2030,400 CARBON ST,SIMPLE ASSAULT,False,3045
2018/05/06 04:00:00+00,2210,2211,200 GRUMBACH AV,POSSESSION/USE DANGEROUS WEAPONS,False,3046
2018/05/06 04:00:00+00,2215,2215,500 N  GEDDES ST,CRIMINAL MISCHIEF,True,3047
2018/05/06 04:00:00+00,2346,2346,300 COURT ST,OFFN AGAINST FAMILY,False,3048
2018/05/07 04:00:00+00,155,155,200 N  STATE ST,ALL OTHER OFFENSES,True,3049
2018/05/07 04:00:00+00,1720,745,100 JAMESVILLE AV,SIMPLE ASSAULT,False,3050
2018/05/03 04:00:00+00,1334,1334,0 BANK AL,ALL OTHER OFFENSES,True,3051
2018/05/03 04:00:00+00,1619,1623,300 N  COLLINGWOOD AV,SIMPLE ASSAULT,False,3052
2018/05/03 04:00:00+00,1702,1702,0 CROLY ST,POSSESSION/MARIJUANA,True,3053
2018/05/03 04:00:00+00,1812,1812,0 W  BELDEN AV,POSSESSION/MARIJUANA,False,3054
2018/05/03 04:00:00+00,1500,1800,1000 W  GENESEE ST,FORGERY/COUNTERFEIT,False,3055
2018/05/03 04:00:00+00,1400,1635,3500 S  SALINA ST,CRIMINAL MISCHIEF,True,3056
2018/05/03 04:00:00+00,1910,1910,300 GREEN ST,POSSESSION/MARIJUANA,False,3057
2018/05/03 04:00:00+00,1915,1915,400 DELEWARE ST,SIMPLE ASSAULT,False,3058
2018/05/03 04:00:00+00,1918,1945,800 S  GEDDES ST,POSSESSION/MARIJUANA,False,3059
2018/05/03 04:00:00+00,1929,1929,0 PEARL ST,POSSESSION/MARIJUANA,False,3060
2018/05/03 04:00:00+00,1953,1953,100 BALLARD AV,SIMPLE ASSAULT,False,3061
2018/05/03 04:00:00+00,2210,2210,100 DAVIS ST,POSSESSION/MARIJUANA,True,3062
2018/05/03 04:00:00+00,2221,2221,1000 BALLANTYNE RD,CRIMINAL MISCHIEF,True,3063
2018/05/03 04:00:00+00,2227,2229,100 FRISBEE CT,SIMPLE ASSAULT,False,3064
2018/05/03 04:00:00+00,2228,2228,300 GIFFORD ST,POSSESSION/MARIJUANA,False,3065
2018/05/03 04:00:00+00,2319,2319,0 S  TOWNSEND ST,POSSESSION/USE DANGEROUS WEAPONS,True,3066
2018/05/03 04:00:00+00,500,1800,200 S  SALINA ST,FORGERY/COUNTERFEIT,False,3067
2018/05/04 04:00:00+00,8,8,1100 BELLEVUE AV,POSSESSION/USE DANGEROUS WEAPONS,True,3068
2018/05/04 04:00:00+00,100,110,200 OTISCO ST,POSSESSION/MARIJUANA,False,3069
2018/05/04 04:00:00+00,101,101,0 OSWEGO ST,POSSESSION/MARIJUANA,False,3070
2018/05/04 04:00:00+00,341,341,500 KIRKPATRICK ST,POSSESSION/MARIJUANA,False,3071
2018/05/04 04:00:00+00,1900,850,0 STONE CT,OFFN AGAINST FAMILY,False,3072
2018/05/04 04:00:00+00,2100,830,100 HARTSON ST,CRIMINAL MISCHIEF,True,3073
2018/05/04 04:00:00+00,200,933,100 BALLARD AV,CRIMINAL MISCHIEF,True,3074
2018/05/04 04:00:00+00,1132,1132,300 LODI ST,SIMPLE ASSAULT,True,3075
2018/05/04 04:00:00+00,1153,1153,200 BEECHER ST,POSSESSION/USE DANGEROUS WEAPONS,True,3076
2018/05/04 04:00:00+00,1231,1231,400 BEAR ST,OFFN AGAINST FAMILY,False,3077
2018/05/04 04:00:00+00,1242,1242,500 OAKWOOD AV,POSSESSION/MARIJUANA,False,3078
2018/05/04 04:00:00+00,1311,1311,2000 S  STATE ST,POSSESSION/MARIJUANA,False,3079
2018/05/04 04:00:00+00,1312,1312,1500 S  SALINA ST,POSSESSION/MARIJUANA,False,3080
2018/05/04 04:00:00+00,1345,1345,1700 PARK ST,CRIMINAL MISCHIEF,True,3081
2018/05/04 04:00:00+00,1357,1357,0 W  BISSELL ST,ALL OTHER OFFENSES,True,3082
2018/05/04 04:00:00+00,1615,1615,1 DESTINY USA DR,POSSESSION/MARIJUANA,False,3083
2018/05/04 04:00:00+00,1635,1635,200 E  RAYNOR AV,POSSESSION/MARIJUANA,False,3084
2018/05/04 04:00:00+00,1625,1639,600 SOUTH AV,SIMPLE ASSAULT,False,3085
2018/05/04 04:00:00+00,1655,1655,1000 OAK ST,OFFN AGAINST FAMILY,False,3086
2018/05/04 04:00:00+00,1702,1705,1000 MIDLAND AV,POSSESSION/USE DRUG,False,3087
2018/05/04 04:00:00+00,1710,1710,200 E  RAYNOR AV,POSSESSION/USE DRUG,False,3088
2018/05/04 04:00:00+00,1700,1710,900 MILTON AV,SIMPLE ASSAULT,False,3089
2018/05/04 04:00:00+00,1720,1720,0 TALLMAN ST,ALL OTHER OFFENSES,True,3090
2018/05/04 04:00:00+00,1746,1746,800 PARK ST,POSSESSION/USE DRUG,True,3091
2018/05/04 04:00:00+00,1848,1848,600 PARK ST,POSSESSION/MARIJUANA,False,3092
2018/05/04 04:00:00+00,1940,1940,0 FITCH ST,POSSESSION/MARIJUANA,False,3093
2018/05/04 04:00:00+00,900,1800,100 MAPLEWOOD AV,CRIMINAL MISCHIEF,True,3094
2018/05/04 04:00:00+00,2002,2002,300 COURT ST,POSSESSION/MARIJUANA,True,3095
2018/05/04 04:00:00+00,2126,2126,900 EMERSON AV,SIMPLE ASSAULT,False,3096
2018/05/04 04:00:00+00,2144,2144,200 SABINE ST,ALL OTHER OFFENSES,True,3097
2018/05/04 04:00:00+00,2210,2210,0 SLOCUM AV,POSSESSION/MARIJUANA,False,3098
2018/05/04 04:00:00+00,2223,2223,0 DAVIS ST,ALL OTHER OFFENSES,True,3099
2018/05/04 04:00:00+00,2226,2246,200 JEFFERSON ST,POSSESSION/MARIJUANA,False,3100
2018/05/01 04:00:00+00,1115,1115,1300 S  STATE ST,POSSESSION/MARIJUANA,True,3101
2018/05/09 04:00:00+00,227,227,500 CATHERINE ST,OFFN AGAINST FAMILY,False,3102
2018/05/09 04:00:00+00,745,746,100 CRESTVIEW DR,SIMPLE ASSAULT,False,3103
2018/05/09 04:00:00+00,1046,1046,0 N  SALINA ST,ALL OTHER OFFENSES,False,3104
2018/05/09 04:00:00+00,700,1000,100 MCLENNAN AV,CRIMINAL MISCHIEF,True,3105
2018/05/09 04:00:00+00,1104,1104,300 S  WARREN ST,ALL OTHER OFFENSES,True,3106
2018/05/09 04:00:00+00,1105,1105,300 S  WARREN ST,ALL OTHER OFFENSES,True,3107
2018/05/09 04:00:00+00,1142,1142,500 ONONDAGA AV,ALL OTHER OFFENSES,False,3108
2018/05/09 04:00:00+00,1800,1147,1500 LODI ST,CRIMINAL MISCHIEF,True,3109
2018/05/09 04:00:00+00,1216,1216,400 E  RAYNOR AV,POSSESSION/MARIJUANA,True,3110
2018/05/09 04:00:00+00,1235,1235,600 ONONDAGA AV,POSSESSION/MARIJUANA,False,3111
2018/05/09 04:00:00+00,2200,1300,600 N  STATE ST,CRIMINAL MISCHIEF,True,3112
2018/05/09 04:00:00+00,1304,1304,500 ONONDAGA AV,ALL OTHER OFFENSES,False,3113
2018/05/09 04:00:00+00,1352,1352,500 S  STATE ST,POSSESSION/USE DRUG,True,3114
2018/05/09 04:00:00+00,1356,1356,400 ONONDAGA AV,POSSESSION/MARIJUANA,False,3115
2018/05/09 04:00:00+00,1047,1426,100 CRIPPIN PL,OFFN AGAINST FAMILY,False,3116
2018/05/09 04:00:00+00,1430,1430,400 W  SENECA TPKE,CRIMINAL MISCHIEF,True,3117
2018/05/09 04:00:00+00,1453,1453,300 S  SALINA ST,ALL OTHER OFFENSES,True,3118
2018/05/09 04:00:00+00,1450,1456,300 W  PLEASANT AV,SIMPLE ASSAULT,False,3119
2018/05/09 04:00:00+00,1517,1517,1100 WADSWORTH ST,SIMPLE ASSAULT,False,3120
2018/05/09 04:00:00+00,1621,1621,2200 E  GENESEE ST,SIMPLE ASSAULT,False,3121
2018/05/09 04:00:00+00,1709,1709,0 S  CLINTON ST,OFFN AGAINST FAMILY,True,3122
2018/05/09 04:00:00+00,1723,1723,500 WOLF ST,POSSESSION/MARIJUANA,True,3123
2018/05/09 04:00:00+00,1737,1737,0 CARBON ST,ALL OTHER OFFENSES,False,3124
2018/05/09 04:00:00+00,0,1500,100 MARTIN ST,OFFN AGAINST FAMILY,False,3125
2018/05/09 04:00:00+00,1755,1755,0 BEECHER,POSSESSION/MARIJUANA,True,3126
2018/05/09 04:00:00+00,1826,1826,0 E  FAYETTE ST,POSSESSION/MARIJUANA,False,3127
2018/05/09 04:00:00+00,1925,1925,0 BANK AL,ALL OTHER OFFENSES,True,3128
2018/05/09 04:00:00+00,1932,1932,1300 S  STATE ST,ALL OTHER OFFENSES,True,3129
2018/05/09 04:00:00+00,1830,1953,200 KING ST,OFFN AGAINST FAMILY,False,3130
2018/05/09 04:00:00+00,2015,2015,0 W  NEWELL ST,POSSESSION/MARIJUANA,False,3131
2018/05/09 04:00:00+00,2309,2309,1000 FIRST NORTH ST,ALL OTHER OFFENSES,True,3132
2018/05/09 04:00:00+00,1225,1225,300 LILLIAN AV,CRIMINAL MISCHIEF,True,3133
2018/05/10 04:00:00+00,17,17,100 RONEY LN,OFFN AGAINST FAMILY,False,3134
2018/05/10 04:00:00+00,23,23,0 SOUTH AV,ALL OTHER OFFENSES,False,3135
2018/05/10 04:00:00+00,143,143,700 CARBON ST,DRIVING UNDER INFLUENCE,False,3136
2018/05/10 04:00:00+00,348,348,400 BUTTERNUT ST,CRIMINAL MISCHIEF,True,3137
2018/05/10 04:00:00+00,405,405,300 OTISCO ST,SIMPLE ASSAULT,False,3138
2018/05/10 04:00:00+00,427,427,600 W  SENECA TPKE,CRIMINAL MISCHIEF,True,3139
2018/05/10 04:00:00+00,748,748,100 REMINGTON AV,CRIMINAL MISCHIEF,True,3140
2018/05/10 04:00:00+00,954,954,400 S  SALINA ST,ALL OTHER OFFENSES,True,3141
2018/05/10 04:00:00+00,1248,1248,200 BANK AL,ALL OTHER OFFENSES,True,3142
2018/05/10 04:00:00+00,1538,1538,600 S  WILBUR AV,SIMPLE ASSAULT,False,3143
2018/05/10 04:00:00+00,1617,1617,0 S  CLINTON ST,OFFN AGAINST FAMILY,True,3144
2018/05/10 04:00:00+00,1630,1630,0 E  FAYETTE ST,ALL OTHER OFFENSES,False,3145
2018/05/10 04:00:00+00,1300,1634,100 DABLON CT,SIMPLE ASSAULT,False,3146
2018/05/10 04:00:00+00,1653,1653,600 S  GEDDES ST,POSSESSION/MARIJUANA,True,3147
2018/05/10 04:00:00+00,1656,1656,100 TYLER CT,OFFN AGAINST FAMILY,False,3148
2018/05/10 04:00:00+00,1620,1620,2900 E  GENESEE ST,SIMPLE ASSAULT,False,3149
2018/05/10 04:00:00+00,1719,1719,2400 JAMES ST,DISORDERLY CONDUCT,False,3150
2018/05/10 04:00:00+00,1748,1748,100 MERRIMAN AV,POSSESSION/MARIJUANA,False,3151
2018/05/01 04:00:00+00,1035,1041,100 FOREST AV,CRIMINAL MISCHIEF,False,3152
2018/05/01 04:00:00+00,1247,1247,400 S  CLINTON ST,CRIMINAL MISCHIEF,True,3153
2018/05/01 04:00:00+00,1311,1311,200 SEYMOUR ST,POSSESSION/MARIJUANA,False,3154
2018/05/01 04:00:00+00,1313,1313,300 HOLLAND ST,POSSESSION/USE DANGEROUS WEAPONS,True,3155
2018/05/01 04:00:00+00,1327,1327,200 DUDLEY ST,POSSESSION/MARIJUANA,True,3156
2018/05/01 04:00:00+00,1615,1615,1900 E  FAYETTE ST,ALL OTHER OFFENSES,False,3157
2018/05/01 04:00:00+00,1630,1630,1 DESTINY USA DR,OFFN AGAINST FAMILY,False,3158
2018/05/01 04:00:00+00,1645,1645,0 WEBSTERS LANDING,SEX OFFENSES,False,3159
2018/05/01 04:00:00+00,1652,1652,200 LONGMEADOW DR,SIMPLE ASSAULT,False,3160
2018/05/01 04:00:00+00,1659,1659,0 GRACE ST,ALL OTHER OFFENSES,False,3161
2018/05/01 04:00:00+00,1720,1720,0 HARTSON ST,POSSESSION/MARIJUANA,True,3162
2018/05/01 04:00:00+00,1749,1749,100 CULBERT ST,CRIMINAL MISCHIEF,True,3163
2018/05/01 04:00:00+00,1750,1750,0 PUTNAM ST,POSSESSION/MARIJUANA,False,3164
2018/05/01 04:00:00+00,1926,1926,800 PARK ST,ALL OTHER OFFENSES,True,3165
2018/05/01 04:00:00+00,1937,1937,200 ASH ST,POSSESSION/MARIJUANA,True,3166
2018/05/01 04:00:00+00,2118,2118,2000 E  FAYETTE ST,ALL OTHER OFFENSES,False,3167
2018/05/01 04:00:00+00,2153,2153,0 CHAVEZ TER,POSSESSION/MARIJUANA,True,3168
2018/05/01 04:00:00+00,2159,2159,500 OAKWOOD AV,POSSESSION/MARIJUANA,False,3169
2018/05/01 04:00:00+00,2210,2210,300 BEECHER ST,POSSESSION/USE DANGEROUS WEAPONS,True,3170
2018/05/01 04:00:00+00,2245,2245,0 S  STATE ST,POSSESSION/MARIJUANA,False,3171
2018/05/01 04:00:00+00,2254,2254,0 SUMMIT AV,POSSESSION/MARIJUANA,False,3172
2018/05/01 04:00:00+00,2304,2304,100 E  JAMES ST,POSSESSION/USE DRUG,False,3173
2018/05/01 04:00:00+00,0,0,600 SECOND NORTH ST,SEX OFFENSES,False,3174
2018/05/02 04:00:00+00,137,137,700 BROAD ST,POSSESSION/MARIJUANA,True,3175
2018/05/02 04:00:00+00,207,207,100 CROTON TER,SIMPLE ASSAULT,False,3176
2018/05/02 04:00:00+00,418,418,900 BELLEVUE AV,CRIMINAL MISCHIEF,False,3177
2018/05/02 04:00:00+00,705,722,200 NORWOOD AV,SIMPLE ASSAULT,False,3178
2018/05/02 04:00:00+00,818,818,500 S  CLINTON ST,CRIMINAL MISCHIEF,True,3179
2018/05/02 04:00:00+00,509,929,100 LINCOLN AV,SIMPLE ASSAULT,False,3180
2018/05/02 04:00:00+00,900,900,2000 S  STATE ST,OFFN AGAINST FAMILY,False,3181
2018/05/02 04:00:00+00,1211,1211,300 E  WASHINGTON ST,CRIMINAL MISCHIEF,True,3182
2018/05/02 04:00:00+00,1307,1307,300 CANNON ST,SIMPLE ASSAULT,False,3183
2018/05/02 04:00:00+00,1508,1508,0 N  SALINA ST,ALL OTHER OFFENSES,False,3184
2018/05/02 04:00:00+00,1900,630,100 LINCOLN PARK DR,POSSESSION/USE DANGEROUS WEAPONS,True,3185
2018/05/02 04:00:00+00,1557,1557,600 S  SALINA ST,ALL OTHER OFFENSES,True,3186
2018/05/02 04:00:00+00,1610,1610,2100 E  FAYETTE ST,ALL OTHER OFFENSES,False,3187
2018/05/02 04:00:00+00,1737,1737,0 N  TOWNSEND ST,ALL OTHER OFFENSES,True,3188
2018/05/02 04:00:00+00,1820,1820,0 W  CALTHROP AV,POSSESSION/MARIJUANA,True,3189
2018/05/02 04:00:00+00,1832,1832,0 FORD AV,POSSESSION/MARIJUANA,False,3190
2018/05/02 04:00:00+00,1900,1900,3200 S  SALINA ST,POSSESSION/MARIJUANA,False,3191
2018/05/02 04:00:00+00,1910,1910,300 W  COLVIN ST,POSSESSION/USE DRUG,False,3192
2018/05/02 04:00:00+00,1933,1933,300 APPLE ST,POSSESSION/USE DRUG,False,3193
2018/05/02 04:00:00+00,2140,2140,0 POND ST,POSSESSION/MARIJUANA,False,3194
2018/05/02 04:00:00+00,400,600,400 HERKIMER ST,CRIMINAL MISCHIEF,True,3195
2018/05/02 04:00:00+00,800,800,100 E  WILLOW ST,CRIMINAL MISCHIEF,True,3196
2018/05/03 04:00:00+00,138,138,0 LINCOLN,POSSESSION/MARIJUANA,False,3197
2018/05/03 04:00:00+00,630,649,100 WEYMOUTH DR,SIMPLE ASSAULT,False,3198
2018/05/03 04:00:00+00,1119,1119,300 W  ONONDAGA AV,SIMPLE ASSAULT,False,3199
2018/05/03 04:00:00+00,1148,1148,600 ROBINSON ST,OFFN AGAINST FAMILY,True,3200
2018/05/27 04:00:00+00,2240,2240,100 NELSON ST,OFFN AGAINST FAMILY,False,3201
2018/05/27 04:00:00+00,2314,2314,400 HIGHLAND ST,SIMPLE ASSAULT,False,3202
2018/05/27 04:00:00+00,2322,2322,100 SEWARD ST,CRIMINAL MISCHIEF,True,3203
2018/05/27 04:00:00+00,2331,2331,100 RIVERDALE DR,CRIMINAL MISCHIEF,False,3204
2018/05/27 04:00:00+00,2344,2344,300 KELLOGG ST,SIMPLE ASSAULT,False,3205
2018/05/27 04:00:00+00,1425,1425,100 CLIFFSIDE DR,CRIMINAL MISCHIEF,True,3206
2018/05/28 04:00:00+00,20,20,100 N  COLLINGWOOD AV,SEX OFFENSES,False,3207
2018/05/28 04:00:00+00,33,33,100 PENNSYLVANIA AV,SIMPLE ASSAULT,False,3208
2018/05/28 04:00:00+00,38,38,400 IVY RIDGE RD,SIMPLE ASSAULT,False,3209
2018/05/28 04:00:00+00,206,206,3300 MIDLAND AV,CRIMINAL MISCHIEF,True,3210
2018/05/28 04:00:00+00,224,224,300 W  GENESEE ST,CRIMINAL MISCHIEF,False,3211
2018/05/28 04:00:00+00,736,730,400 FITCH ST,SIMPLE ASSAULT,False,3212
2018/05/28 04:00:00+00,1029,1029,900 ERIE BLVD W,CRIMINAL MISCHIEF,False,3213
2018/05/28 04:00:00+00,1235,1235,600 PARK AV,SIMPLE ASSAULT,False,3214
2018/05/28 04:00:00+00,1000,1000,800 N  SALINA ST,SIMPLE ASSAULT,False,3215
2018/05/28 04:00:00+00,1200,1550,100 FERRIS AV,SIMPLE ASSAULT,False,3216
2018/05/28 04:00:00+00,1657,1657,2500 VALLEY DR,POSSESSION/USE DRUG,True,3217
2018/05/28 04:00:00+00,1703,1703,400 GRANT BLVD,SIMPLE ASSAULT,False,3218
2018/05/28 04:00:00+00,1716,1716,200 LINCOLN AV,POSSESSION/USE DRUG,True,3219
2018/05/28 04:00:00+00,1747,1747,100 ROSE AV,SIMPLE ASSAULT,False,3220
2018/05/28 04:00:00+00,1850,1850,2000 ERIE BLVD E,POSSESSION/USE DRUG,False,3221
2018/05/28 04:00:00+00,2220,2221,400 RICH ST,SIMPLE ASSAULT,False,3222
2018/05/28 04:00:00+00,2240,2244,200 MCLENNAN AV,SIMPLE ASSAULT,False,3223
2018/05/28 04:00:00+00,2320,2330,100 BALLANTYNE RD,KIDNAPPING,False,3224
2018/05/29 04:00:00+00,1700,1700,0 S  SALINA ST,SIMPLE ASSAULT,False,3225
2018/05/29 04:00:00+00,2,10,400 NORTH AV,OFFN AGAINST FAMILY,False,3226
2018/05/29 04:00:00+00,345,345,300 W  FAYETTE ST,CRIMINAL MISCHIEF,True,3227
2018/05/29 04:00:00+00,0,700,200 KIRK AV,CRIMINAL MISCHIEF,True,3228
2018/05/29 04:00:00+00,900,1000,1400 W  ONONDAGA ST,CRIMINAL MISCHIEF,False,3229
2018/05/29 04:00:00+00,1016,1016,800 IRVING AV,SIMPLE ASSAULT,False,3230
2018/05/29 04:00:00+00,1034,1034,200 LORRAINE AV,SIMPLE ASSAULT,False,3231
2018/05/29 04:00:00+00,1056,1056,200 N  COLLINGWOOD AV,SIMPLE ASSAULT,False,3232
2018/05/29 04:00:00+00,1120,1122,700 PARK AV,CRIMINAL MISCHIEF,False,3233
2018/05/29 04:00:00+00,1132,1132,500 S  CLINTON ST,CRIMINAL MISCHIEF,True,3234
2018/05/29 04:00:00+00,1259,1259,300 E  WASHINGTON ST,ALL OTHER OFFENSES,False,3235
2018/05/29 04:00:00+00,1515,1515,200 CHAVEZ TER,OFFN AGAINST FAMILY,False,3236
2018/05/29 04:00:00+00,1929,1929,800 PARK ST,OFFN AGAINST FAMILY,False,3237
2018/05/29 04:00:00+00,2324,2324,100 HOLLAND ST,CRIMINAL MISCHIEF,True,3238
2018/05/29 04:00:00+00,2340,2340,400 HILLSDALE AV,SIMPLE ASSAULT,False,3239
2018/05/30 04:00:00+00,30,635,100 RANDALL AV,CRIMINAL MISCHIEF,True,3240
2018/05/30 04:00:00+00,745,747,400 BURDICK ST,SIMPLE ASSAULT,False,3241
2018/05/30 04:00:00+00,1003,1003,100 SEWARD ST,ALL OTHER OFFENSES,False,3242
2018/05/30 04:00:00+00,0,0,1100 W  COLVIN ST,FRAUD,False,3243
2018/05/30 04:00:00+00,1305,1305,500 CATHERINE ST,PROSTITUTION PATRON/PROMOTING,True,3244
2018/05/30 04:00:00+00,1310,1310,400 POND ST,PROSTITUTION PATRON/PROMOTING,True,3245
2018/05/30 04:00:00+00,1356,1356,0 N  ALVORD ST,PROSTITUTION PATRON/PROMOTING,True,3246
2018/05/30 04:00:00+00,1346,1346,2400 LODI ST,PROSTITUTION PATRON/PROMOTING,True,3247
2018/05/30 04:00:00+00,1501,1501,600 ROBINSON ST,SIMPLE ASSAULT,True,3248
2018/05/30 04:00:00+00,1524,1524,400 ELLIS ST,SIMPLE ASSAULT,False,3249
2018/05/30 04:00:00+00,1700,1700,300 TAFT AV,CRIMINAL MISCHIEF,False,3250
2018/05/25 04:00:00+00,200,1629,200 N  STATE ST,OFFN AGAINST FAMILY,False,3251
2018/05/19 04:00:00+00,150,155,1300 N  STATE ST,SIMPLE ASSAULT,False,3252
2018/05/30 04:00:00+00,1748,1748,1000 S  TOWNSEND ST,SIMPLE ASSAULT,False,3253
2018/05/21 04:00:00+00,1354,1354,100 FERRIS AV,FRAUD,False,3254
2018/05/21 04:00:00+00,1455,1507,2100 MIDLAND AV,SIMPLE ASSAULT,False,3255
2018/05/21 04:00:00+00,1522,1522,0 BANK AL,ALL OTHER OFFENSES,True,3256
2018/05/21 04:00:00+00,1526,1526,0 S  WARREN ST,ALL OTHER OFFENSES,True,3257
2018/05/21 04:00:00+00,1608,1608,600 S  SALINA ST,ALL OTHER OFFENSES,True,3258
2018/05/21 04:00:00+00,1609,1609,300 SALT SPRINGS RD,SIMPLE ASSAULT,False,3259
2018/05/21 04:00:00+00,1626,1626,300 S  WARREN ST,ALL OTHER OFFENSES,True,3260
2018/05/21 04:00:00+00,1641,1641,100 PEAT ST,POSSESSION/USE DRUG,True,3261
2018/05/21 04:00:00+00,1733,1733,0 BANK AL,ALL OTHER OFFENSES,True,3262
2018/05/21 04:00:00+00,1720,1720,900 BELLEVUE AV,OFFN AGAINST FAMILY,False,3263
2018/05/21 04:00:00+00,1845,1845,100 CORAL AV,CRIMINAL MISCHIEF,True,3264
2018/05/21 04:00:00+00,1845,1845,0 OSWEGO ST,ALL OTHER OFFENSES,False,3265
2018/05/21 04:00:00+00,1848,1848,8300 SB I 81,POSSESSION/MARIJUANA,False,3266
2018/05/21 04:00:00+00,1922,1922,100 LANDON AV,POSSESSION/MARIJUANA,True,3267
2018/05/21 04:00:00+00,2009,2009,0 FAYETTE BLVD,POSSESSION/MARIJUANA,False,3268
2018/05/21 04:00:00+00,2022,2045,1600 E  FAYETTE ST,POSSESSION/MARIJUANA,True,3269
2018/05/21 04:00:00+00,2010,2038,300 N  MIDLER AV,SIMPLE ASSAULT,False,3270
2018/05/21 04:00:00+00,2217,2217,1400 BURNET AV,SIMPLE ASSAULT,False,3271
2018/05/21 04:00:00+00,2300,2300,100 HERRIMAN ST,CRIMINAL MISCHIEF,False,3272
2018/05/21 04:00:00+00,1300,1600,200 MAY AV,CRIMINAL MISCHIEF,True,3273
2018/05/21 04:00:00+00,2200,2200,1 DESTINY USA DR,CRIMINAL MISCHIEF,True,3274
2018/05/21 04:00:00+00,2000,2359,1100 EUCLID AV,CRIMINAL MISCHIEF,True,3275
2018/05/22 04:00:00+00,119,119,1100 W  BELDEN AV,POSSESSION/USE DRUG,True,3276
2018/05/22 04:00:00+00,1051,1051,800 SOUTH AV,FRAUD,False,3277
2018/05/22 04:00:00+00,1116,1116,2400 GRANT BLVD,POSSESSION/USE DANGEROUS WEAPONS,True,3278
2018/05/22 04:00:00+00,1141,1141,1700 N  SALINA ST,SIMPLE ASSAULT,False,3279
2018/05/22 04:00:00+00,1221,1221,500 S  STATE ST,OFFN AGAINST FAMILY,False,3280
2018/05/22 04:00:00+00,1223,1223,300 CANNON ST,SIMPLE ASSAULT,False,3281
2018/05/22 04:00:00+00,1238,1238,3100 E  GENESEE ST,DISORDERLY CONDUCT,False,3282
2018/05/22 04:00:00+00,1400,1415,100 E  BISSELL ST,SIMPLE ASSAULT,False,3283
2018/05/22 04:00:00+00,2230,1442,700 ONONDAGA AV,CRIMINAL MISCHIEF,False,3284
