DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2020/09/18 04:00:00+00,300,900,700 S  CROUSE AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,5890
2020/09/18 04:00:00+00,1000,1012,300 N  CROUSE AV     ,CRIMINAL MISCHIEF,True,5891
2020/09/18 04:00:00+00,1240,1240,500 S  SALINA ST     ,ALL OTHER OFFENSES,True,5892
2020/09/18 04:00:00+00,1043,1043,3500 S  SALINA ST     ,SIMPLE ASSAULT,True,5893
2020/09/18 04:00:00+00,1100,1241,2100 E  FAYETTE ST     ,SIMPLE ASSAULT,True,5894
2020/09/18 04:00:00+00,1258,1258,200 RICH ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5895
2020/09/18 04:00:00+00,1230,1302,600 HIGHLAND ST     ,SIMPLE ASSAULT,True,5896
2020/09/18 04:00:00+00,1300,1300,800 SOUTH AV     ,OFFN AGAINST FAMILY,False,5897
2020/09/18 04:00:00+00,1530,1537,1100 S  MCBRIDE ST     ,CRIMINAL MISCHIEF,True,5898
2020/09/18 04:00:00+00,1640,1705,600 SOUTH AV     ,POSSESSION/MARIJUANA,False,5899
2020/09/18 04:00:00+00,1656,1656,100 HARVARD PL     ,ALL OTHER OFFENSES,False,5900
2020/09/18 04:00:00+00,1739,1757,1600 SOUTH AVE    ,POSSESSION/MARIJUANA,False,5901
2020/09/18 04:00:00+00,1740,1740,100 DICKERSON ST     ,ALL OTHER OFFENSES,False,5902
2020/09/18 04:00:00+00,1741,1741,200 RICH ST     ,SIMPLE ASSAULT,True,5903
2020/09/21 04:00:00+00,1740,1740,2000 E  FAYETTE ST     ,CRIMINAL MISCHIEF,False,5904
2020/09/28 04:00:00+00,1618,1618,100 W  BEAR ST     ,POSSESSION/USE DRUG,False,5905
2020/09/22 04:00:00+00,139,139,600 S  WEST ST     ,SIMPLE ASSAULT,True,5906
2020/09/28 04:00:00+00,2300,1753,1000 E  ADAMS ST     ,SIMPLE ASSAULT,True,5907
2020/09/22 04:00:00+00,332,332,100 GORDON AV     ,SIMPLE ASSAULT,True,5908
2020/09/28 04:00:00+00,1825,1845,100 WHITE ST     ,POSSESSION/USE DRUG,False,5909
2020/09/22 04:00:00+00,2100,900,800 ERIE BLVD E ,CRIMINAL MISCHIEF,True,5910
2020/09/28 04:00:00+00,2015,2015,300 W  NEWELL ST     ,OFFN AGAINST FAMILY,True,5911
2020/09/22 04:00:00+00,1045,1047,600 WINTON ST     ,SIMPLE ASSAULT,True,5912
2020/09/28 04:00:00+00,2045,2045,100 KENMORE AV     ,POSSESSION/MARIJUANA,False,5913
2020/09/22 04:00:00+00,1248,1248,500 S  SALINA ST     ,POSSESSION/USE DRUG,False,5914
2020/09/28 04:00:00+00,2048,2048,400 VELASKO RD     ,SIMPLE ASSAULT,True,5915
2020/09/23 04:00:00+00,1050,1539,100 REMINGTON AVE    ,CRIMINAL MISCHIEF,False,5916
2020/09/22 04:00:00+00,1530,1540,400 WOODRUFF AV     ,OFFN AGAINST FAMILY,True,5917
2020/09/28 04:00:00+00,2104,2104,100 ANGELOU TER    ,SIMPLE ASSAULT,True,5918
2020/09/23 04:00:00+00,15,1547,1600 PARK AVE    ,CRIMINAL MISCHIEF,False,5919
2020/09/22 04:00:00+00,1629,1629,100 MERRIMAN AVE    ,POSSESSION/MARIJUANA,False,5920
2020/09/28 04:00:00+00,2250,2253,300 WARNER AV     ,SIMPLE ASSAULT,True,5921
2020/09/24 04:00:00+00,2249,2249,1900 LODI ST     ,SIMPLE ASSAULT,True,5922
2020/09/22 04:00:00+00,1630,1630,300 BAKER AV     ,SIMPLE ASSAULT,True,5923
2020/09/28 04:00:00+00,1830,1100,1600 W  COLVIN ST     ,CRIMINAL MISCHIEF,True,5924
2020/09/24 04:00:00+00,630,630,400 JAMES ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5925
2020/09/22 04:00:00+00,1652,1652,600 S  SALINA ST     ,POSSESSION/MARIJUANA,False,5926
2020/09/29 04:00:00+00,37,52,800 DANFORTH ST     ,POSSESSION/MARIJUANA,False,5927
2020/09/24 04:00:00+00,730,730,300 ELLIOTT ST     ,OFFN AGAINST FAMILY,False,5928
2020/09/24 04:00:00+00,1016,1045,100 MARTIN LURTHER KING      W ,ALL OTHER OFFENSES,False,5929
2020/09/24 04:00:00+00,400,1026,100 W  OSTRANDER AV     ,SIMPLE ASSAULT,True,5930
2020/09/24 04:00:00+00,1129,1129,200 N  STATE ST     ,ALL OTHER OFFENSES,False,5931
2020/09/24 04:00:00+00,1230,1225,300 FOREST HILL DR     ,SIMPLE ASSAULT,True,5932
2020/09/24 04:00:00+00,1345,1345,300 W  ONONDAGA ST     ,ALL OTHER OFFENSES,True,5933
2020/09/24 04:00:00+00,1543,1543,300 POND ST     ,OFFN AGAINST FAMILY,True,5934
2020/09/24 04:00:00+00,1547,1547,100 GROVE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5935
2020/09/24 04:00:00+00,1728,1729,400 TULLY ST     ,POSSESSION/MARIJUANA,False,5936
2020/09/24 04:00:00+00,1806,1806,100 RIGI AV     ,SIMPLE ASSAULT,True,5937
2020/09/24 04:00:00+00,1910,1913,200 WHITTIER AV     ,SIMPLE ASSAULT,True,5938
2020/09/24 04:00:00+00,2017,2017,2800 JAMES ST     ,SIMPLE ASSAULT,True,5939
2020/09/24 04:00:00+00,2343,2352,200 THURBER ST     ,SIMPLE ASSAULT,True,5940
2020/09/25 04:00:00+00,2356,3,400 BURT ST     ,OFFN AGAINST FAMILY,True,5941
2020/09/25 04:00:00+00,42,42,100 ROBINSON ST     ,POSSESSION/MARIJUANA,False,5942
2020/09/25 04:00:00+00,49,49,200 W  LAFAYETTE AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,5943
2020/09/25 04:00:00+00,214,214,100 STATE FAIR BLVD   ,CRIMINAL MISCHIEF,True,5944
2020/09/25 04:00:00+00,217,230,100 BENEDICT AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,5945
2020/09/25 04:00:00+00,230,235,1800 W  GENESEE ST     ,SIMPLE ASSAULT,True,5946
2020/09/25 04:00:00+00,418,418,200 KELLOGG ST     ,SIMPLE ASSAULT,True,5947
2020/09/25 04:00:00+00,800,940,100 SHELDON AV     ,SIMPLE ASSAULT,True,5948
2020/09/25 04:00:00+00,1008,1008,100 W  LYNHURST AV     ,CRIMINAL MISCHIEF,True,5949
2020/09/25 04:00:00+00,1243,1243,200 KIMBER AV     ,ALL OTHER OFFENSES,True,5950
2020/09/25 04:00:00+00,1335,1340,1 DESTINY USA DR,SIMPLE ASSAULT,True,5951
2020/09/25 04:00:00+00,1726,1726,1800 BURNET AV     ,SIMPLE ASSAULT,True,5952
2020/09/25 04:00:00+00,1514,1514,100 BURNET AV     ,SIMPLE ASSAULT,True,5953
2020/09/25 04:00:00+00,1518,1518,100 DEPALMA AV     ,SIMPLE ASSAULT,True,5954
2020/09/25 04:00:00+00,1200,1520,700 DARLINGTON RD     ,CRIMINAL MISCHIEF,True,5955
2020/09/25 04:00:00+00,2200,1530,800 N  TOWNSEND AV     ,CRIMINAL MISCHIEF,True,5956
2020/09/22 04:00:00+00,0,0,1200 FIRST NORTH ST     ,CRIMINAL MISCHIEF,True,5957
2020/09/29 04:00:00+00,147,147,100 BALLARD AV     ,CRIMINAL MISCHIEF,False,5958
2020/09/22 04:00:00+00,1702,1933,300 N  MIDLER AV     ,SIMPLE ASSAULT,True,5959
2020/09/29 04:00:00+00,403,403,600 CANNON ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5960
2020/09/22 04:00:00+00,1415,2121,200 ABERDEEN TER    ,SIMPLE ASSAULT,True,5961
2020/09/29 04:00:00+00,759,759,900 DEWITT ST     ,DRIVING UNDER INFLUENCE,False,5962
2020/09/22 04:00:00+00,1822,1822,1600 S  SALINA ST     ,SIMPLE ASSAULT,True,5963
2020/09/29 04:00:00+00,930,954,100 GERE AV     ,SIMPLE ASSAULT,True,5964
2020/09/22 04:00:00+00,1900,1900,200 VILLAGE DR     ,CRIMINAL MISCHIEF,True,5965
2020/09/29 04:00:00+00,1017,1022,500 WINTON ST     ,OFFN AGAINST FAMILY,True,5966
2020/09/22 04:00:00+00,1939,2010,1400 S  SALINA ST     ,POSSESSION/MARIJUANA,False,5967
2020/09/29 04:00:00+00,1149,1149,200 BASSETT ST     ,SIMPLE ASSAULT,True,5968
2020/09/22 04:00:00+00,1959,1959,200 FURMAN ST     ,OFFN AGAINST FAMILY,True,5969
2020/09/29 04:00:00+00,1205,1205,200 HARTSON ST     ,POSSESSION/MARIJUANA,False,5970
2020/09/22 04:00:00+00,2104,2104,100 CROLY ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5971
2020/09/29 04:00:00+00,1205,1205,100 DICKERSON ST     ,ALL OTHER OFFENSES,False,5972
2020/09/22 04:00:00+00,2122,2122,100 HERRIMAN ST     ,SIMPLE ASSAULT,True,5973
2020/09/29 04:00:00+00,1200,1227,200 FENWAY DR     ,SIMPLE ASSAULT,True,5974
2020/09/22 04:00:00+00,2158,2158,100 JASPER ST     ,POSSESSION/MARIJUANA,False,5975
2020/09/29 04:00:00+00,1326,1326,100 BALLANTYNE RD     ,ALL OTHER OFFENSES,False,5976
2020/09/22 04:00:00+00,2237,2238,700 DANFORTH ST     ,SIMPLE ASSAULT,True,5977
2020/09/29 04:00:00+00,1411,1530,200 S  WEST ST     ,CRIMINAL MISCHIEF,False,5978
2020/09/22 04:00:00+00,2332,2356,600 CARBON ST     ,POSSESSION/MARIJUANA,False,5979
2020/09/29 04:00:00+00,1330,1330,900 BUTTERNUT ST     ,SIMPLE ASSAULT,True,5980
2020/09/22 04:00:00+00,2335,2335,1400 S  SALINA ST     ,ALL OTHER OFFENSES,True,5981
2020/09/29 04:00:00+00,1754,1815,800 FIRST NORTH ST     ,POSSESSION/MARIJUANA,False,5982
2020/09/22 04:00:00+00,2348,2348,900 BUTTERNUT ST     ,CRIMINAL MISCHIEF,True,5983
2020/09/29 04:00:00+00,1758,1758,1000 N  STATE ST     ,POSSESSION/MARIJUANA,False,5984
2020/09/29 04:00:00+00,1940,2032,200 BARRETT ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5985
2020/09/29 04:00:00+00,2107,2107,500 BUTTERNUT ST     ,CRIMINAL MISCHIEF,True,5986
2020/09/29 04:00:00+00,2211,2211,100 COURT TER    ,SIMPLE ASSAULT,True,5987
2020/09/29 04:00:00+00,2249,2249,100 W  BISSELL ST     ,ALL OTHER OFFENSES,True,5988
2020/09/29 04:00:00+00,1500,1500,100 MARY ST     ,SIMPLE ASSAULT,True,5989
2020/09/29 04:00:00+00,1555,1418,1800 LODI ST     ,CRIMINAL MISCHIEF,False,5990
2020/09/29 04:00:00+00,2225,1421,400 W  LAFAYETTE AVE    ,CRIMINAL MISCHIEF,False,5991
2020/09/29 04:00:00+00,1620,1422,900 HIAWATHA BLVD E ,CRIMINAL MISCHIEF,False,5992
2020/09/29 04:00:00+00,1430,1432,200 W  PLEASANT AVE    ,CRIMINAL MISCHIEF,False,5993
2020/09/30 04:00:00+00,2320,0,1700 MIDLAND AVE    ,POSSESSION/MARIJUANA,False,5994
2020/09/30 04:00:00+00,727,737,200 ABERDEEN TER    ,OFFN AGAINST FAMILY,True,5995
2020/09/23 04:00:00+00,7,7,0 HANCOCK DR     ,SIMPLE ASSAULT,True,5996
2020/09/23 04:00:00+00,10,40,300 W  ONONDAGA ST     ,POSSESSION/MARIJUANA,False,5997
2020/09/23 04:00:00+00,430,438,200 ABERDEEN TER    ,CRIMINAL MISCHIEF,True,5998
2020/09/23 04:00:00+00,455,455,100 BELLE AV     ,CRIMINAL MISCHIEF,True,5999
2020/09/23 04:00:00+00,1930,923,100 STRATHMORE DR     ,SIMPLE ASSAULT,True,6000
2020/10/03 04:00:00+00,2300,2302,300 GREENWAY AV     ,CRIMINAL MISCHIEF,True,6001
2020/09/30 04:00:00+00,800,800,500 CANNON ST     ,CRIMINAL MISCHIEF,True,6002
2020/09/30 04:00:00+00,600,600,100 CAMP AV     ,CRIMINAL MISCHIEF,True,6003
2020/09/30 04:00:00+00,857,857,100 HUDSON ST     ,POSSESSION/MARIJUANA,False,6004
2020/09/30 04:00:00+00,1100,1100,100 DELAWARE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,6005
2020/09/30 04:00:00+00,1122,1210,500 MASSENA ST     ,POSSESSION/MARIJUANA,False,6006
2020/09/30 04:00:00+00,1148,1148,3700 S  SALINA ST     ,CRIMINAL MISCHIEF,True,6007
2020/09/30 04:00:00+00,1353,1353,500 S  SALINA ST     ,SIMPLE ASSAULT,True,6008
2020/09/30 04:00:00+00,1425,1430,800 W  LAFAYETTE AV     ,SIMPLE ASSAULT,True,6009
2020/09/30 04:00:00+00,1524,1524,1300 S  STATE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,6010
2020/09/30 04:00:00+00,1646,1646,200 PRIMROSE AV     ,SIMPLE ASSAULT,True,6011
2020/09/30 04:00:00+00,1658,1658,100 RONEY LN     ,ALL OTHER OFFENSES,False,6012
2020/09/30 04:00:00+00,1755,1755,600 E  DIVISION ST     ,POSSESSION/MARIJUANA,False,6013
2020/09/30 04:00:00+00,1803,1803,500 KIRKPATRICK ST     ,POSSESSION/MARIJUANA,False,6014
2020/09/30 04:00:00+00,1846,1846,200 N  EDWARDS AV     ,OFFN AGAINST FAMILY,True,6015
2020/09/30 04:00:00+00,1900,1900,100 CAMP AV     ,CRIMINAL MISCHIEF,True,6016
2020/09/30 04:00:00+00,2015,2033,400 ARTHUR ST     ,SIMPLE ASSAULT,True,6017
2020/09/30 04:00:00+00,2138,2200,500 BELLEVUE AV     ,POSSESSION/MARIJUANA,False,6018
2020/09/30 04:00:00+00,2254,100,800 S  WEST ST     ,POSSESSION/MARIJUANA,False,6019
2020/10/06 04:00:00+00,1155,1155,200 RICH ST     ,DISORDERLY CONDUCT,False,6020
2020/09/30 04:00:00+00,2100,2316,100 WOOD AV     ,SIMPLE ASSAULT,True,6021
2020/09/30 04:00:00+00,2338,2328,100 ORLANDO AV     ,CRIMINAL MISCHIEF,True,6022
2020/09/30 04:00:00+00,1330,1430,1 DESTINY USA DR,SIMPLE ASSAULT,True,6023
2020/10/06 04:00:00+00,1227,1227,500 S  SALINA ST     ,OFFN AGAINST FAMILY,True,6024
2020/09/30 04:00:00+00,0,0,100 S  ALVORD ST     ,CRIMINAL MISCHIEF,True,6025
2020/10/06 04:00:00+00,1630,1243,700 LODI ST     ,CRIMINAL MISCHIEF,True,6026
2020/10/01 04:00:00+00,530,630,100 BALLANTYNE RD     ,CRIMINAL MISCHIEF,True,6027
2020/10/06 04:00:00+00,1334,1334,600 S  SALINA ST     ,POSSESSION/USE DRUG,False,6028
2020/10/01 04:00:00+00,2230,625,100 SMITH LN     ,CRIMINAL MISCHIEF,True,6029
2020/10/06 04:00:00+00,1345,1355,1000 S  TOWNSEND ST     ,SIMPLE ASSAULT,True,6030
2020/10/01 04:00:00+00,725,725,3900 S  SALINA ST     ,CRIMINAL MISCHIEF,True,6031
2020/10/06 04:00:00+00,1355,1355,1900 E  FAYETTE ST     ,FRAUD,False,6032
2020/10/01 04:00:00+00,838,917,400 BELLEVUE AV     ,POSSESSION/MARIJUANA,False,6033
2020/10/06 04:00:00+00,1614,1614,200 MARLETT ST     ,POSSESSION/MARIJUANA,False,6034
2020/10/01 04:00:00+00,1030,1034,100 FERNWOOD AV     ,SIMPLE ASSAULT,True,6035
2020/10/06 04:00:00+00,1655,1655,800 LANCASTER AV     ,CRIMINAL MISCHIEF,True,6036
2020/10/13 04:00:00+00,2205,1530,800 OSTROM AVE    ,CRIMINAL MISCHIEF,False,6037
2020/10/01 04:00:00+00,0,600,1200 WILLIS AV     ,CRIMINAL MISCHIEF,False,6038
2020/10/06 04:00:00+00,1700,1704,100 MULBERRY TER    ,SIMPLE ASSAULT,True,6039
2020/10/07 04:00:00+00,1900,1900,200 TOMPKINS ST     ,SIMPLE ASSAULT,True,6040
2020/10/01 04:00:00+00,1140,1140,1600 S  SALINA ST     ,SIMPLE ASSAULT,True,6041
2020/10/14 04:00:00+00,19,19,400 BURNS AV     ,CRIMINAL MISCHIEF,True,6042
2020/10/06 04:00:00+00,1709,1735,1000 MONTGOMERY ST     ,POSSESSION/MARIJUANA,False,6043
2020/10/03 04:00:00+00,2312,2329,1500 BUTTERNUT ST     ,POSSESSION/MARIJUANA,False,6044
2020/10/10 04:00:00+00,349,349,300 WARNER AV     ,SIMPLE ASSAULT,True,6045
2020/10/02 04:00:00+00,15,25,200 BELLEVUE AV     ,POSSESSION/MARIJUANA,False,6046
2020/10/11 04:00:00+00,2355,1107,1000 E  COLVIN ST     ,CRIMINAL MISCHIEF,False,6047
2020/10/07 04:00:00+00,2234,2250,1100 BELLEVUE AV     ,POSSESSION/MARIJUANA,False,6048
2020/10/07 04:00:00+00,2314,0,600 GARFIELD AV     ,POSSESSION/MARIJUANA,False,6049
2020/10/08 04:00:00+00,45,48,400 S  ALVORD ST     ,SIMPLE ASSAULT,True,6050
2020/10/08 04:00:00+00,125,230,200 HALL AV     ,POSSESSION/MARIJUANA,False,6051
2020/10/08 04:00:00+00,200,200,900 WILLIS AV     ,OFFN AGAINST FAMILY,True,6052
2020/10/08 04:00:00+00,225,231,800 VALLEY DR     ,SIMPLE ASSAULT,True,6053
2020/10/08 04:00:00+00,647,648,400 S  ALVORD ST     ,OFFN AGAINST FAMILY,True,6054
2020/10/08 04:00:00+00,800,900,300 STATE FAIR BLVD   ,CRIMINAL MISCHIEF,False,6055
2020/10/08 04:00:00+00,923,923,300 KELLOGG ST     ,SIMPLE ASSAULT,True,6056
2020/10/08 04:00:00+00,2100,1215,300 ASHDALE AV     ,SIMPLE ASSAULT,True,6057
2020/10/08 04:00:00+00,930,930,1 DESTINY USA DR,CRIMINAL MISCHIEF,True,6058
2020/10/08 04:00:00+00,1527,1527,1600 SPRING ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,6059
2020/10/08 04:00:00+00,1530,1544,200 FOREST AV     ,SIMPLE ASSAULT,True,6060
2020/10/08 04:00:00+00,1630,1630,500 BUTTERNUT ST     ,OFFN AGAINST FAMILY,False,6061
2020/10/08 04:00:00+00,1721,1751,100 CORCORAN CT     ,POSSESSION/MARIJUANA,False,6062
2020/10/08 04:00:00+00,1727,1727,700 TALLMAN ST     ,ALL OTHER OFFENSES,False,6063
2020/10/08 04:00:00+00,2058,2058,100 BELLAIRE PL     ,SIMPLE ASSAULT,True,6064
2020/10/08 04:00:00+00,2237,2255,300 CROSSETT ST     ,ALL OTHER OFFENSES,False,6065
2020/10/08 04:00:00+00,2338,2338,200 MELROSE AV     ,POSSESSION/MARIJUANA,False,6066
2020/10/08 04:00:00+00,2346,2346,1100 BUTTERNUT ST     ,DRIVING UNDER INFLUENCE,False,6067
2020/10/08 04:00:00+00,2350,2352,300 CATHERINE ST     ,CRIMINAL MISCHIEF,True,6068
2020/10/08 04:00:00+00,1630,1630,1000 HIAWATHA BLVD E ,CRIMINAL MISCHIEF,True,6069
2020/10/08 04:00:00+00,1700,2000,400 VILLAGE DR     ,CRIMINAL MISCHIEF,False,6070
2020/10/09 04:00:00+00,13,13,1000 PARK ST     ,POSSESSION/MARIJUANA,False,6071
2020/10/09 04:00:00+00,113,113,100 DAKIN ST     ,OFFN AGAINST FAMILY,False,6072
2020/10/09 04:00:00+00,500,520,400 BURNS AV     ,OFFN AGAINST FAMILY,True,6073
2020/10/09 04:00:00+00,530,530,700 HIGHLAND ST     ,CRIMINAL MISCHIEF,True,6074
2020/10/09 04:00:00+00,945,945,400 MONTGOMERY ST     ,DRIVING UNDER INFLUENCE,False,6075
2020/10/09 04:00:00+00,1115,1115,900 HAWLEY AV     ,SIMPLE ASSAULT,True,6076
2020/10/09 04:00:00+00,800,1130,200 SENECA DR     ,CRIMINAL MISCHIEF,False,6077
2020/10/09 04:00:00+00,1152,1500,900 WILLIS AV     ,CRIMINAL MISCHIEF,True,6078
2020/10/09 04:00:00+00,1233,1233,300 KELLOGG ST     ,CRIMINAL MISCHIEF,True,6079
2020/10/09 04:00:00+00,1300,1315,900 BELLEVUE AV     ,OFFN AGAINST FAMILY,True,6080
2020/10/09 04:00:00+00,1538,1538,500 S  STATE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,6081
2020/10/09 04:00:00+00,1530,1539,900 HAWLEY AV     ,SIMPLE ASSAULT,True,6082
2020/10/09 04:00:00+00,230,1200,700 ACKERMAN AV     ,CRIMINAL MISCHIEF,False,6083
2020/10/09 04:00:00+00,1837,1837,100 HERBERT ST     ,POSSESSION/MARIJUANA,False,6084
2020/10/09 04:00:00+00,1931,1931,100 NEUTRAL CT     ,POSSESSION/MARIJUANA,False,6085
2020/10/09 04:00:00+00,1940,1945,300 CORTLAND AV     ,SIMPLE ASSAULT,True,6086
2020/10/09 04:00:00+00,2138,2200,1700 SOUTH AV     ,POSSESSION/MARIJUANA,False,6087
2020/10/09 04:00:00+00,2323,2323,400 W  OSTRANDER AV     ,CRIMINAL MISCHIEF,True,6088
2020/10/09 04:00:00+00,2208,2225,100 ELLIOT ST     ,POSSESSION/MARIJUANA,False,6089
2020/10/09 04:00:00+00,2215,2240,1500 LEMOYNE AV     ,CRIMINAL MISCHIEF,True,6090
2020/10/10 04:00:00+00,4,4,1800 PARK ST     ,POSSESSION/MARIJUANA,False,6091
2020/10/10 04:00:00+00,121,122,2000 S  SALINA ST     ,KIDNAPPING,True,6092
2020/10/10 04:00:00+00,200,215,100 PECK AV     ,SIMPLE ASSAULT,True,6093
2020/10/10 04:00:00+00,240,240,400 WILKINSON ST     ,CRIMINAL MISCHIEF,True,6094
2020/10/10 04:00:00+00,248,248,2500 VALLEY DR     ,POSSESSION/MARIJUANA,True,6095
2020/10/10 04:00:00+00,255,255,500 HIGHLAND ST     ,CRIMINAL MISCHIEF,True,6096
2020/10/10 04:00:00+00,400,400,300 GREEN ST     ,SIMPLE ASSAULT,True,6097
2020/10/10 04:00:00+00,717,717,400 ELLIS ST     ,POSSESSION/USE DRUG,True,6098
2020/10/10 04:00:00+00,1045,1045,900 AVERY AV     ,SIMPLE ASSAULT,True,6099
2020/10/10 04:00:00+00,1121,1121,500 E  WILLOW ST     ,ALL OTHER OFFENSES,False,6100
2020/10/01 04:00:00+00,1222,1222,100 BRACE ST     ,POSSESSION/USE DRUG,False,6101
2020/10/11 04:00:00+00,1320,1109,200 W  JEFFERSON ST     ,CRIMINAL MISCHIEF,False,6102
2020/10/10 04:00:00+00,1123,1123,2900 BURNET AV     ,SIMPLE ASSAULT,True,6103
2020/10/06 04:00:00+00,1712,1735,100 BURT ST     ,POSSESSION/MARIJUANA,False,6104
2020/10/03 04:00:00+00,2300,2350,1600 PARK ST     ,CRIMINAL MISCHIEF,True,6105
2020/10/02 04:00:00+00,138,138,0 CENTENNIAL DR     ,POSSESSION/MARIJUANA,False,6106
2020/10/12 04:00:00+00,5,5,1100 BELLEVUE AV     ,OFFN AGAINST FAMILY,False,6107
2020/10/01 04:00:00+00,130,130,600 TEALL AV     ,CRIMINAL MISCHIEF,True,6108
2020/10/06 04:00:00+00,1738,1738,500 S  SALINA ST     ,ALL OTHER OFFENSES,False,6109
2020/10/06 04:00:00+00,1806,2040,700 N  ALVORD ST     ,SIMPLE ASSAULT,True,6110
2020/10/14 04:00:00+00,35,35,100 RILL AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,6111
2020/10/03 04:00:00+00,2310,2315,200 ASHDALE AV     ,SIMPLE ASSAULT,True,6112
2020/10/02 04:00:00+00,529,529,400 S  MIDLER AV     ,CRIMINAL MISCHIEF,True,6113
2020/10/12 04:00:00+00,10,10,400 S  S COLLINGWOOD AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,6114
2020/10/01 04:00:00+00,1343,1343,400 SHONNARD ST     ,SIMPLE ASSAULT,True,6115
2020/10/10 04:00:00+00,1130,1130,2500 MIDLAND AV     ,SIMPLE ASSAULT,True,6116
2020/10/06 04:00:00+00,1815,1820,1600 W  GENESEE ST     ,SIMPLE ASSAULT,True,6117
2020/10/14 04:00:00+00,43,43,400 ERIE BLVD E ,OFFN AGAINST FAMILY,True,6118
2020/10/01 04:00:00+00,1535,1535,500 S  STATE ST     ,POSSESSION/USE DRUG,True,6119
2020/10/12 04:00:00+00,49,49,200 MERRIMAN AV     ,POSSESSION/MARIJUANA,True,6120
2020/10/10 04:00:00+00,1140,1140,900 JAMES ST     ,SIMPLE ASSAULT,True,6121
2020/10/03 04:00:00+00,2320,2323,100 LAWRENCE ST     ,OFFN AGAINST FAMILY,True,6122
2020/10/06 04:00:00+00,1833,1833,400 CANNON ST     ,POSSESSION/MARIJUANA,False,6123
2020/10/14 04:00:00+00,159,159,300 SUNSET AV     ,CRIMINAL MISCHIEF,True,6124
2020/10/01 04:00:00+00,1511,1511,1000 BUTTERNUT ST     ,ALL OTHER OFFENSES,True,6125
2020/10/12 04:00:00+00,139,300,100 ASHWORTH PL     ,POSSESSION/MARIJUANA,False,6126
2020/10/10 04:00:00+00,1500,1504,2100 PARK ST     ,SIMPLE ASSAULT,True,6127
2020/10/03 04:00:00+00,0,1100,900 BURNET AV     ,CRIMINAL MISCHIEF,True,6128
2020/10/06 04:00:00+00,1820,1820,100 REMINGTON AV     ,SIMPLE ASSAULT,True,6129
2020/10/02 04:00:00+00,625,730,500 PROSPECT AV     ,CRIMINAL MISCHIEF,True,6130
2020/10/14 04:00:00+00,345,356,1800 W  GENESEE ST     ,SIMPLE ASSAULT,True,6131
2020/10/01 04:00:00+00,1650,1654,4300 S  SALINA ST     ,SIMPLE ASSAULT,True,6132
2020/10/12 04:00:00+00,146,146,800 WOLF ST     ,POSSESSION/MARIJUANA,False,6133
2020/10/10 04:00:00+00,1526,1526,200 S  SALINA ST     ,ALL OTHER OFFENSES,False,6134
2020/10/04 04:00:00+00,2340,15,1600 LODI ST     ,POSSESSION/MARIJUANA,False,6135
2020/10/06 04:00:00+00,1928,1928,200 S  EDWARDS AV     ,SIMPLE ASSAULT,True,6136
2020/10/02 04:00:00+00,917,917,300 ELM ST     ,SIMPLE ASSAULT,True,6137
2020/10/14 04:00:00+00,634,821,3200 MIDLAND AV     ,OFFN AGAINST FAMILY,True,6138
2020/10/01 04:00:00+00,1630,1630,1800 LODI ST     ,CRIMINAL MISCHIEF,True,6139
2020/10/01 04:00:00+00,1718,1718,100 MARTIN LUTHER KING      W ,POSSESSION/MARIJUANA,False,6140
2020/10/01 04:00:00+00,1728,1752,100 DABLON CT     ,POSSESSION/MARIJUANA,False,6141
2020/10/01 04:00:00+00,1749,1749,100 FITCH ST     ,SIMPLE ASSAULT,True,6142
2020/10/01 04:00:00+00,1835,1835,300 BAKER AV     ,OFFN AGAINST FAMILY,True,6143
2020/10/01 04:00:00+00,1932,1932,300 GREENWAY AV     ,FRAUD,False,6144
2020/10/01 04:00:00+00,2043,2043,1600 E  GENESEE ST     ,SIMPLE ASSAULT,True,6145
2020/10/01 04:00:00+00,2133,2150,900 TURTLE ST     ,DRIVING UNDER INFLUENCE,False,6146
2020/10/01 04:00:00+00,2154,2220,1300 N  STATE ST     ,POSSESSION/MARIJUANA,False,6147
2020/10/01 04:00:00+00,2329,30,500 S  GEDDES ST     ,POSSESSION/MARIJUANA,False,6148
2020/10/01 04:00:00+00,2342,2345,600 W  LAFAYETTE AV     ,CRIMINAL MISCHIEF,True,6149
2020/10/01 04:00:00+00,1217,1217,300 APPLE ST     ,OFFN AGAINST FAMILY,True,6150
2020/10/01 04:00:00+00,1200,1730,100 E  WATER ST     ,CRIMINAL MISCHIEF,False,6151
