DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2021/10/04 04:00:00+00,1513,1513,100 W  OSTRANDER AV     ,SIMPLE ASSAULT,True,5329
2021/10/04 04:00:00+00,1719,1719,100 FENWAY DR     ,CRIMINAL MISCHIEF,True,5330
2021/10/04 04:00:00+00,1912,1912,1900 W  GENESEE ST     ,SIMPLE ASSAULT,True,5331
2021/10/04 04:00:00+00,2030,2030,900 ONONDAGA AV     ,SIMPLE ASSAULT,True,5332
2021/10/04 04:00:00+00,1900,1900,100 WEISER CT     ,SIMPLE ASSAULT,True,5333
2021/10/05 04:00:00+00,1200,125,0 UNK        ,SIMPLE ASSAULT,True,5334
2021/10/05 04:00:00+00,401,401,400 CORTLAND AV     ,CRIMINAL MISCHIEF,True,5335
2021/10/05 04:00:00+00,412,412,500 S  CROUSE        ,OFFN AGAINST FAMILY,True,5336
2021/10/05 04:00:00+00,450,452,200 W  MARCELLUS ST     ,SIMPLE ASSAULT,True,5337
2021/10/05 04:00:00+00,430,440,200 PARKWAY DR     ,OFFN AGAINST FAMILY,True,5338
2021/10/05 04:00:00+00,1200,1200,200 BRADFORD PKWY   ,POSSESSION/USE DRUG,False,5339
2021/09/29 04:00:00+00,1200,1200,400 MERRIMAN AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,5340
2021/09/23 04:00:00+00,1401,1406,200 SENECA DR     ,SIMPLE ASSAULT,True,5341
2021/09/16 04:00:00+00,18,18,100 WHITTIER        ,CRIMINAL MISCHIEF,True,5342
2021/09/26 04:00:00+00,1109,1109,100 BRADLEY ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5343
2021/10/05 04:00:00+00,1542,1542,700 CANNON ST     ,CRIMINAL MISCHIEF,True,5344
2021/09/20 04:00:00+00,1800,2010,300 ASHDALE        ,SIMPLE ASSAULT,True,5345
2021/09/29 04:00:00+00,345,1130,800 N  SALINA ST     ,CRIMINAL MISCHIEF,True,5346
2021/09/23 04:00:00+00,1505,1505,100 PARKWAY DR     ,POSSESSION/USE DANGEROUS WEAPONS,True,5347
2021/09/16 04:00:00+00,2215,745,1100 CARBON ST     ,CRIMINAL MISCHIEF,True,5348
2021/09/26 04:00:00+00,1140,1149,700 LODI ST     ,SIMPLE ASSAULT,True,5349
2021/10/05 04:00:00+00,1653,1653,500 E  COLVIN ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5350
2021/09/20 04:00:00+00,1930,2038,300 ASHDALE AV     ,SIMPLE ASSAULT,True,5351
2021/09/26 04:00:00+00,1344,1346,500 ONEIDA ST     ,OFFN AGAINST FAMILY,True,5352
2021/09/29 04:00:00+00,0,1225,100 GRIFFITHS ST     ,OFFN AGAINST FAMILY,True,5353
2021/09/26 04:00:00+00,1514,1514,1600 BURNET        ,SIMPLE ASSAULT,True,5354
2021/09/23 04:00:00+00,1524,1524,200 HOLLAND ST     ,POSSESSION/USE DRUG,True,5355
2021/09/16 04:00:00+00,1045,1045,3100 E  GENESEE ST     ,SIMPLE ASSAULT,False,5356
2021/09/26 04:00:00+00,1430,1430,800 N  SALINA ST     ,CRIMINAL MISCHIEF,True,5357
2021/09/29 04:00:00+00,1522,1522,100 GORDON        ,KIDNAPPING,True,5358
2021/09/20 04:00:00+00,2200,2200,700 FIRST NORTH ST     ,CRIMINAL MISCHIEF,True,5359
2021/10/05 04:00:00+00,1832,1832,100 NEWBURY HOLLOW LN     ,CRIMINAL MISCHIEF,True,5360
2021/09/20 04:00:00+00,2219,2219,1300 E  COLVIN ST     ,SIMPLE ASSAULT,True,5361
2021/09/29 04:00:00+00,1647,1647,600 BUTTERNUT ST     ,POSSESSION/USE DRUG,False,5362
2021/09/16 04:00:00+00,1230,1235,900 GLENWOOD AV     ,SIMPLE ASSAULT,False,5363
2021/09/23 04:00:00+00,1646,1646,200 PUTNAM ST     ,SIMPLE ASSAULT,True,5364
2021/09/26 04:00:00+00,1608,1608,1800 E  FAYETTE ST     ,SIMPLE ASSAULT,True,5365
2021/10/05 04:00:00+00,1905,1905,0 BASSETT ST     ,CRIMINAL MISCHIEF,True,5366
2021/09/20 04:00:00+00,830,600,300 SALT SPRINGS RD     ,CRIMINAL MISCHIEF,True,5367
2021/09/29 04:00:00+00,1647,1647,200 MOORE AV     ,ALL OTHER OFFENSES,True,5368
2021/09/16 04:00:00+00,1259,1259,800 BUTTERNUT ST     ,OFFN AGAINST FAMILY,False,5369
2021/09/23 04:00:00+00,1740,1746,100 BISHOP AV     ,OFFN AGAINST FAMILY,True,5370
2021/09/26 04:00:00+00,1707,1705,100 DEWITT ST     ,SIMPLE ASSAULT,True,5371
2021/10/05 04:00:00+00,2031,2031,200 WOODRUFF AV     ,CRIMINAL MISCHIEF,True,5372
2021/09/20 04:00:00+00,2030,2030,400 JAMES ST     ,OFFN AGAINST FAMILY,False,5373
2021/09/29 04:00:00+00,1830,1830,100 OTISCO ST     ,ALL OTHER OFFENSES,False,5374
2021/09/16 04:00:00+00,1243,1243,100 WOODS      S ,POSSESSION/USE DRUG,False,5375
2021/09/23 04:00:00+00,1300,1430,1 DESTINY USA DR,CRIMINAL MISCHIEF,False,5376
2021/09/26 04:00:00+00,1731,1731,500 GIFFORD ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5377
2021/10/05 04:00:00+00,2055,2055,300 S  GEDDES ST     ,ALL OTHER OFFENSES,False,5378
2021/09/21 04:00:00+00,32,32,200 HUTCHINSON AV     ,SIMPLE ASSAULT,True,5379
2021/09/29 04:00:00+00,2240,2240,100 HARVARD PL     ,OFFN AGAINST FAMILY,True,5380
2021/09/16 04:00:00+00,1407,1407,100 SCHNEIDER ST     ,SIMPLE ASSAULT,True,5381
2021/09/23 04:00:00+00,1848,1848,600 BUTTERNUT ST     ,ALL OTHER OFFENSES,True,5382
2021/09/26 04:00:00+00,1825,1831,100 MAPLE TER    ,OFFN AGAINST FAMILY,True,5383
2021/10/05 04:00:00+00,2120,2125,400 CRADDOCK ST     ,CRIMINAL MISCHIEF,True,5384
2021/09/21 04:00:00+00,135,135,300 S  WARREN ST     ,CRIMINAL MISCHIEF,False,5385
2021/09/30 04:00:00+00,20,21,1100 HAWLEY AV     ,SIMPLE ASSAULT,True,5386
2021/09/16 04:00:00+00,1440,1441,1600 HAWLEY AV     ,SIMPLE ASSAULT,True,5387
2021/09/23 04:00:00+00,2224,2224,1000 LODI ST     ,SIMPLE ASSAULT,False,5388
2021/09/26 04:00:00+00,2031,2031,1200 W  FAYETTE ST     ,DRIVING UNDER INFLUENCE,True,5389
2021/10/05 04:00:00+00,2245,2245,1400 N  SALINA ST     ,DRIVING UNDER INFLUENCE,True,5390
2021/09/21 04:00:00+00,240,240,2300 JAMES ST     ,DRIVING UNDER INFLUENCE,False,5391
2021/09/30 04:00:00+00,500,509,0 PRESIDENTIAL PLZ    ,SIMPLE ASSAULT,True,5392
2021/09/16 04:00:00+00,0,1530,700 HIXSON AV     ,CRIMINAL MISCHIEF,True,5393
2021/09/23 04:00:00+00,1830,500,200 MOORE AV     ,CRIMINAL MISCHIEF,True,5394
2021/09/26 04:00:00+00,2119,2119,1100 E  FAYETTE ST     ,SIMPLE ASSAULT,True,5395
2021/10/05 04:00:00+00,830,830,800 WILLIS        ,SIMPLE ASSAULT,True,5396
2021/09/21 04:00:00+00,730,740,100 GIFFORD ST     ,SIMPLE ASSAULT,True,5397
2021/09/30 04:00:00+00,950,958,300 MARLBOROUGH RD     ,SIMPLE ASSAULT,True,5398
2021/09/16 04:00:00+00,1500,1500,500 S  STATE ST     ,SIMPLE ASSAULT,False,5399
2021/09/24 04:00:00+00,2350,1,1300 GRANT BLVD   ,SIMPLE ASSAULT,True,5400
2021/09/27 04:00:00+00,449,449,200 CHAFFEE AV     ,CRIMINAL MISCHIEF,True,5401
2021/10/05 04:00:00+00,1500,2000,100 RIDER AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,5402
2021/09/21 04:00:00+00,1233,1242,5200 S  SALINA ST     ,OFFN AGAINST FAMILY,True,5403
2021/09/30 04:00:00+00,911,1012,100 BYRNE PL     ,SIMPLE ASSAULT,True,5404
2021/09/16 04:00:00+00,1623,1623,200 BARRETT ST     ,SIMPLE ASSAULT,True,5405
2021/09/24 04:00:00+00,231,231,1100 PARK ST     ,CRIMINAL MISCHIEF,True,5406
2021/09/27 04:00:00+00,600,642,1100 BUTTERNUT ST     ,OFFN AGAINST FAMILY,True,5407
2021/10/05 04:00:00+00,2030,2030,200 E  KENNEDY ST     ,OFFN AGAINST FAMILY,False,5408
2021/09/21 04:00:00+00,1400,1400,300 JOHN ST     ,CRIMINAL MISCHIEF,True,5409
2021/09/21 04:00:00+00,1413,1413,600 ROBINSON ST     ,CRIMINAL MISCHIEF,True,5410
2021/09/21 04:00:00+00,1441,1441,1000 TURTLE ST     ,ALL OTHER OFFENSES,True,5411
2021/09/21 04:00:00+00,1512,1512,1200 W  ONONDAGA ST     ,OFFN AGAINST FAMILY,True,5412
2021/09/21 04:00:00+00,947,1549,500 S  STATE ST     ,OFFN AGAINST FAMILY,True,5413
2021/09/21 04:00:00+00,1750,1750,1900 MIDLAND AV     ,SIMPLE ASSAULT,True,5414
2021/09/21 04:00:00+00,1600,1809,700 MARYLAND AV     ,OFFN AGAINST FAMILY,True,5415
2021/09/21 04:00:00+00,1912,1912,300 W  KENNEDY ST     ,CRIMINAL MISCHIEF,True,5416
2021/09/21 04:00:00+00,1944,1944,1000 EMERSON AV     ,SIMPLE ASSAULT,True,5417
2021/09/21 04:00:00+00,1955,1955,500 WOLF ST     ,OFFN AGAINST FAMILY,True,5418
2021/09/21 04:00:00+00,2113,2113,300 E  WASHINGTON ST     ,POSSESSION/USE DRUG,False,5419
2021/09/21 04:00:00+00,2220,2240,2200 E  FAYETTE ST     ,SIMPLE ASSAULT,True,5420
2021/09/21 04:00:00+00,2224,2224,0 STONE CT     ,POSSESSION/USE DANGEROUS WEAPONS,True,5421
2021/09/21 04:00:00+00,2130,2130,500 BRYANT AV     ,CRIMINAL MISCHIEF,True,5422
2021/09/21 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,5423
2021/09/22 04:00:00+00,30,35,600 JAMES ST     ,CRIMINAL MISCHIEF,True,5424
2021/09/22 04:00:00+00,42,42,100 BALLANTYNE RD     ,ALL OTHER OFFENSES,False,5425
2021/09/22 04:00:00+00,157,157,1900 E  FAYETTE ST     ,POSSESSION/USE DRUG,False,5426
2021/09/22 04:00:00+00,155,200,100 FERNWOOD AV     ,SIMPLE ASSAULT,True,5427
2021/09/22 04:00:00+00,640,630,1200 BELLEVUE AV     ,CRIMINAL MISCHIEF,True,5428
2021/09/22 04:00:00+00,917,938,100 STEUBEN ST     ,SIMPLE ASSAULT,True,5429
2021/09/22 04:00:00+00,930,950,1100 CANNON ST     ,SIMPLE ASSAULT,True,5430
2021/09/22 04:00:00+00,2000,1246,3000 S  SALINA ST     ,SIMPLE ASSAULT,True,5431
2021/09/22 04:00:00+00,1000,1000,3100 E  GENESEE ST     ,OFFN AGAINST FAMILY,False,5432
2021/09/22 04:00:00+00,1135,1135,400 FABIUS ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5433
2021/09/22 04:00:00+00,1300,1315,700 ERIE BLVD W ,SIMPLE ASSAULT,True,5434
2021/09/22 04:00:00+00,1240,1250,400 S  BEECH ST     ,CRIMINAL MISCHIEF,True,5435
2021/09/22 04:00:00+00,1505,1505,1000 W  GENESEE ST     ,SIMPLE ASSAULT,True,5436
2021/09/22 04:00:00+00,1605,1605,1200 MIDLAND AV     ,OFFN AGAINST FAMILY,True,5437
2021/09/22 04:00:00+00,1500,1500,100 MELROSE AV     ,SIMPLE ASSAULT,True,5438
2021/09/22 04:00:00+00,2157,2157,100 STEUBEN ST     ,CRIMINAL MISCHIEF,True,5439
2021/09/22 04:00:00+00,2243,2243,1700 ERIE BLVD   ,DRIVING UNDER INFLUENCE,True,5440
2021/09/22 04:00:00+00,725,730,100 W  OSTRANDER        ,CRIMINAL MISCHIEF,True,5441
2021/09/30 04:00:00+00,1039,1039,500 RICHMOND AV     ,SIMPLE ASSAULT,True,5442
2021/10/06 04:00:00+00,3,3,1100 S  GEDDES ST     ,CRIMINAL MISCHIEF,False,5443
2021/09/24 04:00:00+00,500,500,500 S  WILBUR        ,SIMPLE ASSAULT,True,5444
2021/09/30 04:00:00+00,1243,1243,200 MAGNOLIA ST     ,OFFN AGAINST FAMILY,False,5445
2021/09/27 04:00:00+00,720,728,100 CURTIS ST     ,SIMPLE ASSAULT,True,5446
2021/10/06 04:00:00+00,20,20,300 HIAWATHA BLVD W ,SIMPLE ASSAULT,True,5447
2021/09/24 04:00:00+00,820,820,3100 E  GENESEE ST     ,CRIMINAL MISCHIEF,False,5448
2021/09/30 04:00:00+00,1520,1520,100 ANGELOU TER    ,POSSESSION/USE DANGEROUS WEAPONS,True,5449
2021/09/27 04:00:00+00,200,815,700 E  FAYETTE ST     ,CRIMINAL MISCHIEF,True,5450
2021/10/06 04:00:00+00,353,353,100 POND ST     ,CRIMINAL MISCHIEF,True,5451
2021/09/24 04:00:00+00,833,833,700 BUTTERNUT ST     ,SIMPLE ASSAULT,True,5452
2021/09/16 04:00:00+00,1730,800,300 BRUCE ST     ,CRIMINAL MISCHIEF,True,5453
2021/09/30 04:00:00+00,1441,1528,300 BURT ST     ,SIMPLE ASSAULT,True,5454
2021/09/27 04:00:00+00,1020,1028,900 N  TOWNSEND ST     ,SIMPLE ASSAULT,True,5455
2021/10/06 04:00:00+00,400,408,3100 BURNET        ,CRIMINAL MISCHIEF,True,5456
2021/09/24 04:00:00+00,956,956,300 N  WEST ST     ,SIMPLE ASSAULT,True,5457
2021/09/16 04:00:00+00,1754,1754,1300 S  SALINA ST     ,SIMPLE ASSAULT,True,5458
2021/09/30 04:00:00+00,1600,1614,100 ROCKLAND AV     ,SIMPLE ASSAULT,True,5459
2021/09/27 04:00:00+00,1222,1222,500 COLUMBUS AVE    ,SIMPLE ASSAULT,True,5460
2021/10/06 04:00:00+00,1,858,100 MERRIMAN AV     ,CRIMINAL MISCHIEF,True,5461
2021/09/24 04:00:00+00,1029,1029,700 CANAL ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5462
2021/09/16 04:00:00+00,1832,1832,400 S  ALVORD ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5463
2021/09/30 04:00:00+00,2000,1400,500 COURT ST     ,CRIMINAL MISCHIEF,True,5464
2021/09/27 04:00:00+00,1329,1329,700 KIRKPATRICK ST     ,SIMPLE ASSAULT,True,5465
2021/10/06 04:00:00+00,1112,1112,200 COLUMBUS        ,POSSESSION/USE DANGEROUS WEAPONS,False,5466
2021/10/06 04:00:00+00,1254,1254,100 LILAC ST     ,OFFN AGAINST FAMILY,True,5467
2021/10/06 04:00:00+00,1311,1313,200 W  PLEASANT AV     ,SIMPLE ASSAULT,True,5468
2021/10/06 04:00:00+00,1325,1331,100 HUBBELL AV     ,SIMPLE ASSAULT,True,5469
2021/10/06 04:00:00+00,1800,1800,700 S  WARREN ST     ,CRIMINAL MISCHIEF,True,5470
2021/10/06 04:00:00+00,2020,2021,1200 FIRST NORTH ST     ,SIMPLE ASSAULT,True,5471
2021/10/06 04:00:00+00,2100,2100,100 CROTON TER    ,POSSESSION/USE DANGEROUS WEAPONS,True,5472
2021/10/06 04:00:00+00,2154,2154,100 MARTHER ST     ,OFFN AGAINST FAMILY,True,5473
2021/10/06 04:00:00+00,2340,2342,1000 W  COLVIN ST     ,SIMPLE ASSAULT,True,5474
2021/10/07 04:00:00+00,41,41,100 MATHER ST     ,OFFN AGAINST FAMILY,True,5475
2021/10/07 04:00:00+00,0,1000,400 ELLIOTT ST     ,CRIMINAL MISCHIEF,True,5476
2021/10/07 04:00:00+00,1228,1228,100 SHONNARD ST     ,SIMPLE ASSAULT,False,5477
2021/10/07 04:00:00+00,1317,1317,1100 LEMOYNE AVE    ,ALL OTHER OFFENSES,False,5478
2021/10/07 04:00:00+00,1650,1701,200 GENESEE PARK DR     ,SIMPLE ASSAULT,True,5479
2021/10/07 04:00:00+00,1700,1700,900 GLENWOOD AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,5480
2021/10/07 04:00:00+00,2225,2225,100 W  BISSELL ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5481
2021/10/07 04:00:00+00,2230,2230,700 BEAR ST     ,SIMPLE ASSAULT,True,5482
2021/10/07 04:00:00+00,1345,1415,300 STAFFORD        ,CRIMINAL MISCHIEF,True,5483
2021/10/07 04:00:00+00,1430,1430,200 W  BRIGHTON AV     ,SIMPLE ASSAULT,True,5484
2021/10/07 04:00:00+00,1200,1200,700 BUTTERNUT ST     ,FORGERY/COUNTERFEIT,True,5485
2021/10/08 04:00:00+00,20,25,300 RENWICK        ,SIMPLE ASSAULT,True,5486
2021/10/08 04:00:00+00,35,40,100 PARKSIDE        ,POSSESSION/USE DANGEROUS WEAPONS,True,5487
2021/10/08 04:00:00+00,1021,221,200 BRADFORD PKWY   ,SIMPLE ASSAULT,True,5488
2021/10/08 04:00:00+00,130,800,300 SHONNARD ST     ,SIMPLE ASSAULT,True,5489
2021/10/08 04:00:00+00,1300,725,100 HUDSON ST     ,KIDNAPPING,True,5490
2021/10/08 04:00:00+00,1700,730,500 VALLEY DR     ,CRIMINAL MISCHIEF,True,5491
2021/09/24 04:00:00+00,1039,1039,1200 AVERY AV     ,SIMPLE ASSAULT,True,5492
2021/09/16 04:00:00+00,2006,2006,100 ONONDAGA AV     ,SIMPLE ASSAULT,True,5493
2021/09/27 04:00:00+00,1344,1344,200 W  KENNEDY ST     ,CRIMINAL MISCHIEF,True,5494
2021/09/30 04:00:00+00,2000,400,200 CLARENCE AV     ,CRIMINAL MISCHIEF,True,5495
2021/09/24 04:00:00+00,1430,1438,100 SMITH LN     ,SIMPLE ASSAULT,True,5496
2021/09/16 04:00:00+00,1400,1400,100 RUTH AV     ,FRAUD,False,5497
2021/09/27 04:00:00+00,2300,1530,100 STEWART CT     ,OFFN AGAINST FAMILY,True,5498
2021/09/30 04:00:00+00,1735,1735,1 DESTINY USA DR,SIMPLE ASSAULT,True,5499
2021/09/24 04:00:00+00,1607,1607,200 GRUMBACH AV     ,POSSESSION/USE DRUG,True,5500
2021/09/16 04:00:00+00,0,2300,100 STEWART CT     ,FRAUD,False,5501
2021/09/27 04:00:00+00,1530,1535,100 KIRK PARK DR     ,CRIMINAL MISCHIEF,True,5502
2021/09/30 04:00:00+00,2139,2139,500 ONEIDA ST     ,POSSESSION/USE DRUG,True,5503
2021/09/24 04:00:00+00,1634,1634,100 DAVIS ST     ,CRIMINAL MISCHIEF,True,5504
2021/09/17 04:00:00+00,130,136,300 FURMAN ST     ,CRIMINAL MISCHIEF,True,5505
2021/09/27 04:00:00+00,1620,1626,100 REED        ,CRIMINAL MISCHIEF,True,5506
2021/10/01 04:00:00+00,359,359,100 MARK AV     ,CRIMINAL MISCHIEF,True,5507
2021/09/24 04:00:00+00,2002,2002,1100 CANNON ST     ,SIMPLE ASSAULT,True,5508
2021/09/17 04:00:00+00,130,136,700 N  ALVORD ST     ,SIMPLE ASSAULT,True,5509
2021/09/27 04:00:00+00,1635,1635,700 S  SALINA ST     ,CRIMINAL MISCHIEF,True,5510
2021/10/01 04:00:00+00,1059,830,700 ERIE BLVD E ,UNAUTHORIZED USE MV,True,5511
2021/09/24 04:00:00+00,2140,2140,300 NORTH AV     ,SIMPLE ASSAULT,True,5512
2021/09/17 04:00:00+00,239,239,1400 N  SALINA ST     ,CRIMINAL MISCHIEF,True,5513
2021/09/27 04:00:00+00,1647,1648,200 W  CORNING        ,SIMPLE ASSAULT,True,5514
2021/10/01 04:00:00+00,855,854,1600 BUTTERNUT ST     ,SIMPLE ASSAULT,True,5515
2021/09/24 04:00:00+00,200,200,200 BROOKFORD RD     ,CRIMINAL MISCHIEF,True,5516
2021/09/17 04:00:00+00,348,348,200 ELLIOT ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5517
2021/09/27 04:00:00+00,1802,1802,400 W  LAFAYETTE        ,OFFN AGAINST FAMILY,True,5518
2021/10/01 04:00:00+00,1653,830,700 ERIE BLVD E ,UNAUTHORIZED USE MV,True,5519
2021/09/25 04:00:00+00,50,50,100 CITY CROSSROADS RD     ,OFFN AGAINST FAMILY,True,5520
2021/09/17 04:00:00+00,729,729,500 N  TOWNSEND ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5521
2021/09/27 04:00:00+00,1816,1816,800 BUTTERNUT ST     ,SIMPLE ASSAULT,True,5522
2021/10/01 04:00:00+00,940,936,100 TITUS AL     ,SIMPLE ASSAULT,True,5523
2021/10/01 04:00:00+00,900,1025,100 S  EDWARDS        ,POSSESSION/USE DANGEROUS WEAPONS,True,5524
2021/10/01 04:00:00+00,1213,1213,2200 MIDLAND AV     ,SIMPLE ASSAULT,True,5525
2021/10/01 04:00:00+00,1223,1223,700 JAMES ST     ,SIMPLE ASSAULT,True,5526
2021/10/01 04:00:00+00,1616,1616,500 S  CLINTON ST     ,SIMPLE ASSAULT,True,5527
2021/10/01 04:00:00+00,1711,1711,200 PACIFIC        ,SIMPLE ASSAULT,True,5528
2021/10/01 04:00:00+00,1935,1939,200 MERILL ST     ,SIMPLE ASSAULT,True,5529
2021/10/01 04:00:00+00,2030,2040,200 LILAC ST     ,SIMPLE ASSAULT,True,5530
2021/10/01 04:00:00+00,2152,2152,100 JERICHO DR     ,SIMPLE ASSAULT,True,5531
2021/10/01 04:00:00+00,2238,2238,100 BRISTOL PL     ,SIMPLE ASSAULT,True,5532
2021/10/01 04:00:00+00,2254,2255,1100 BELLEVUE        ,POSSESSION/USE DANGEROUS WEAPONS,True,5533
2021/10/02 04:00:00+00,1,6,1300 N  SALINA ST     ,OFFN AGAINST FAMILY,True,5534
2021/10/02 04:00:00+00,10,10,0 CENTENNIAL DR     ,SIMPLE ASSAULT,True,5535
2021/10/02 04:00:00+00,55,55,100 RONEY LN     ,OFFN AGAINST FAMILY,True,5536
2021/10/02 04:00:00+00,325,332,300 OTISCO ST     ,CRIMINAL MISCHIEF,True,5537
2021/10/02 04:00:00+00,2000,1000,600 HELEN ST     ,CRIMINAL MISCHIEF,True,5538
2021/10/02 04:00:00+00,1015,1015,2300 JAMES ST     ,CRIMINAL MISCHIEF,True,5539
2021/10/02 04:00:00+00,1310,1310,100 CENTRAL AV     ,SIMPLE ASSAULT,True,5540
2021/10/02 04:00:00+00,1345,1345,900 MILTON AV     ,ALL OTHER OFFENSES,True,5541
2021/10/02 04:00:00+00,1409,1409,300 BURT ST     ,OFFN AGAINST FAMILY,True,5542
2021/09/25 04:00:00+00,30,103,100 N  GEDDES ST     ,CRIMINAL MISCHIEF,True,5543
2021/09/17 04:00:00+00,1256,1256,500 S  CLINTON ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5544
2021/09/25 04:00:00+00,100,104,500 CATHERINE ST     ,SIMPLE ASSAULT,True,5545
2021/09/17 04:00:00+00,1345,1415,900 E  GENESEE ST     ,SIMPLE ASSAULT,True,5546
2021/09/25 04:00:00+00,230,230,200 N  MIDLER AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,5547
2021/09/17 04:00:00+00,1525,1525,300 SHIRLEY DR     ,SIMPLE ASSAULT,True,5548
2021/09/25 04:00:00+00,446,446,0 PRESIDENTIAL PL     ,CRIMINAL MISCHIEF,True,5549
2021/09/17 04:00:00+00,1645,1645,100 LAWRENCE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5550
2021/09/25 04:00:00+00,2000,1030,100 RONEY RD     ,CRIMINAL MISCHIEF,True,5551
2021/09/17 04:00:00+00,1730,1730,1000 COL EILEEN COLLINS BLVD   ,FRAUD,False,5552
2021/09/25 04:00:00+00,1112,1112,300 CATHERINE ST     ,SIMPLE ASSAULT,True,5553
2021/09/17 04:00:00+00,1927,1927,100 DYER CT     ,SIMPLE ASSAULT,True,5554
2021/09/27 04:00:00+00,1835,1835,200 HARTSON ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5555
2021/09/25 04:00:00+00,1200,1213,400 SECOND NORTH ST     ,SIMPLE ASSAULT,True,5556
2021/09/17 04:00:00+00,2302,2302,600 S  GEDDES ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5557
2021/09/27 04:00:00+00,1817,1817,500 GIFFORD ST     ,SALE/MANUFACTURE MARIJUANA,False,5558
2021/09/25 04:00:00+00,1500,1500,300 E  DIVISION ST     ,ALL OTHER OFFENSES,False,5559
2021/09/17 04:00:00+00,2305,2305,200 W  CORNING        ,POSSESSION/USE DANGEROUS WEAPONS,True,5560
2021/09/27 04:00:00+00,1850,1850,600 BUTTERNUT ST     ,SIMPLE ASSAULT,True,5561
2021/09/25 04:00:00+00,1512,1512,100 FAIRFIELD AV     ,CRIMINAL MISCHIEF,True,5562
2021/09/17 04:00:00+00,2305,2305,700 UNIVERSITY AVE    ,LIQUOR LAW VIOLATIONS,False,5563
2021/09/27 04:00:00+00,1511,1943,100 RONEY LN     ,CRIMINAL MISCHIEF,True,5564
2021/09/25 04:00:00+00,1540,1540,300 AUDUBON PKWY   ,SIMPLE ASSAULT,True,5565
2021/09/17 04:00:00+00,2320,2324,400 TYSON PL     ,SIMPLE ASSAULT,True,5566
2021/09/27 04:00:00+00,2100,730,600 W  SENECA TPKE   ,CRIMINAL MISCHIEF,True,5567
2021/09/25 04:00:00+00,1900,1802,500 UNIVERSITY AV     ,CRIMINAL MISCHIEF,True,5568
2021/09/17 04:00:00+00,2328,2328,700 JAMES ST     ,SIMPLE ASSAULT,True,5569
2021/09/28 04:00:00+00,340,340,100 RIVERDALE DR     ,SIMPLE ASSAULT,True,5570
2021/09/25 04:00:00+00,1911,1911,100 HERBERT ST     ,SIMPLE ASSAULT,True,5571
2021/09/17 04:00:00+00,0,1900,100 GAGE CT     ,CRIMINAL MISCHIEF,False,5572
2021/09/28 04:00:00+00,200,841,100 RONEY LN     ,CRIMINAL MISCHIEF,True,5573
2021/09/25 04:00:00+00,2047,2047,700 SUMNER AV     ,OFFN AGAINST FAMILY,True,5574
2021/09/18 04:00:00+00,2351,2351,700 W  GENESEE ST     ,CRIMINAL MISCHIEF,True,5575
2021/09/28 04:00:00+00,830,830,100 W  BEARD ST     ,SIMPLE ASSAULT,True,5576
2021/09/25 04:00:00+00,2130,2141,300 TAFT RD     ,SIMPLE ASSAULT,True,5577
2021/09/18 04:00:00+00,133,133,800 EUCLID        ,SIMPLE ASSAULT,True,5578
2021/09/28 04:00:00+00,0,100,100 HILLVIEW        ,SIMPLE ASSAULT,True,5579
2021/09/25 04:00:00+00,2208,2208,100 WHITE ST     ,CRIMINAL MISCHIEF,True,5580
2021/09/25 04:00:00+00,2230,2230,200 S  WEST ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,5581
2021/09/25 04:00:00+00,1630,1200,0 PRESIDENTIAL PLZ    ,CRIMINAL MISCHIEF,True,5582
2021/09/26 04:00:00+00,25,27,1300 FIRST NORTH ST     ,CRIMINAL MISCHIEF,True,5583
2021/09/26 04:00:00+00,122,125,100 WOOD        ,CRIMINAL MISCHIEF,True,5584
2021/09/18 04:00:00+00,215,215,300 SEYMOUR ST     ,SIMPLE ASSAULT,True,5585
2021/09/28 04:00:00+00,947,947,500 TURTLE ST     ,POSSESSION/USE DRUG,False,5586
2021/09/18 04:00:00+00,222,222,800 OAK ST     ,SIMPLE ASSAULT,True,5587
2021/09/28 04:00:00+00,1225,1301,100 E  LAFAYETTE AV     ,OFFN AGAINST FAMILY,False,5588
2021/09/18 04:00:00+00,430,430,200 E  WATER ST     ,CRIMINAL MISCHIEF,True,5589
