DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,ObjectID
2019/09/01 00:00:00+00,0233,0233,300 CROSSETT ST     ,POSSESSION/MARIJUANA,0,6541
2019/09/01 00:00:00+00,0239,0239,100 E  BISSELL ST     ,ALL OTHER OFFENSES,1,6542
2019/09/01 00:00:00+00,0350,0358,500 GRANT BLVD   ,SIMPLE ASSAULT,0,6543
2019/09/01 00:00:00+00,0413,0413,300 W  SENECA TPKE   ,SIMPLE ASSAULT,0,6544
2019/09/01 00:00:00+00,0430,0430,1200 LODI ST     ,ALL OTHER OFFENSES,0,6545
2019/09/01 00:00:00+00,0756,0756,300 CATHERINE ST     ,ALL OTHER OFFENSES,0,6546
2019/09/01 00:00:00+00,0940,0944,900 HAWLEY AV     ,SIMPLE ASSAULT,0,6547
2019/09/01 00:00:00+00,1228,1228,400 TURTLE ST     ,SIMPLE ASSAULT,0,6548
2019/09/01 00:00:00+00,1220,1436,600 ROBINSON ST     ,SIMPLE ASSAULT,0,6549
2019/09/01 00:00:00+00,1550,1611,100 CENTRAL AV     ,SIMPLE ASSAULT,0,6550
2019/09/01 00:00:00+00,1609,1609,1800 E  FAYETTE ST     ,ALL OTHER OFFENSES,0,6551
2019/09/01 00:00:00+00,1758,1758,1500 W  ONONDAGA ST     ,OFFN AGAINST FAMILY,0,6552
2019/09/01 00:00:00+00,2132,2132,100 SOUTH AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,6553
2019/09/01 00:00:00+00,2155,2155,100 SOUTH AV     ,SIMPLE ASSAULT,0,6554
2019/09/01 00:00:00+00,1700,1700,700 IRVING AV     ,CRIMINAL MISCHIEF,1,6555
2019/09/01 00:00:00+00,1200,1200,200 DELAWARE ST     ,OFFN AGAINST FAMILY,0,6556
2019/09/02 00:00:00+00,0016,0016,400 ASH ST     ,CRIMINAL MISCHIEF,0,6557
2019/09/02 00:00:00+00,0124,0124,100 S  CARBON ST     ,CRIMINAL MISCHIEF,1,6558
2019/09/02 00:00:00+00,0140,0140,100 WHITE ST     ,POSSESSION/MARIJUANA,0,6559
2019/09/02 00:00:00+00,0130,0135,100 DICKERSON ST     ,OFFN AGAINST FAMILY,0,6560
2019/09/02 00:00:00+00,0145,0145,300 RICH ST     ,ALL OTHER OFFENSES,0,6561
2019/09/02 00:00:00+00,0213,0213,300 W  CALTHROP AV     ,SIMPLE ASSAULT,0,6562
2019/09/02 00:00:00+00,0240,0240,2300 JAMES ST     ,POSSESSION/USE DRUG,0,6563
2019/09/02 00:00:00+00,0338,0338,200 PARKWAY DR     ,CRIMINAL MISCHIEF,0,6564
2019/09/02 00:00:00+00,1136,1136,3100 JAMES ST     ,SIMPLE ASSAULT,0,6565
2019/09/02 00:00:00+00,1315,1315,300 GIFFORD ST     ,ALL OTHER OFFENSES,0,6566
2019/09/02 00:00:00+00,2300,1523,400 BUTTERNUT ST     ,SIMPLE ASSAULT,0,6567
2019/09/02 00:00:00+00,1431,1431,100 SMITH LN     ,SIMPLE ASSAULT,0,6568
2019/09/02 00:00:00+00,1459,1459,900 HAWLEY AV     ,SIMPLE ASSAULT,0,6569
2019/09/02 00:00:00+00,1500,1510,1100 N  STATE ST     ,OFFN AGAINST FAMILY,0,6570
2019/09/02 00:00:00+00,1615,1615,600 S  CLINTON ST     ,POSSESSION/MARIJUANA,0,6571
2019/09/02 00:00:00+00,1710,1715,200 COLUMBUS AV     ,SIMPLE ASSAULT,0,6572
2019/09/02 00:00:00+00,1840,1840,100 PARKWAY DR     ,DISORDERLY CONDUCT,1,6573
2019/09/02 00:00:00+00,2013,2013,100 N  GEDDES ST     ,SIMPLE ASSAULT,0,6574
2019/09/02 00:00:00+00,2122,2122,1 DESTINY USA DR,SIMPLE ASSAULT,0,6575
2019/09/02 00:00:00+00,0306,2248,300 S  STATE ST     ,SIMPLE ASSAULT,0,6576
2019/09/02 00:00:00+00,2332,2332,100 MAXWELL AV     ,DRIVING UNDER INFLUENCE,0,6577
2019/09/03 00:00:00+00,0005,0005,800 BUTTERNUT ST     ,CRIMINAL MISCHIEF,1,6578
2019/09/03 00:00:00+00,0358,0358,200 HOOD AV     ,SIMPLE ASSAULT,1,6579
2019/09/03 00:00:00+00,0659,0659,400 GIFFORD ST     ,SIMPLE ASSAULT,0,6580
2019/09/03 00:00:00+00,0821,0821,100 DICKERSON ST     ,ALL OTHER OFFENSES,0,6581
2019/09/03 00:00:00+00,0030,0730,100 BEECHER ST     ,CRIMINAL MISCHIEF,1,6582
2019/09/03 00:00:00+00,1110,1112,200 HUTCHINSON AV     ,SIMPLE ASSAULT,0,6583
2019/09/03 00:00:00+00,1255,1255,200 S  GEDDES ST     ,POSSESSION/MARIJUANA,0,6584
2019/09/03 00:00:00+00,0630,1300,100 WHITTIER AV     ,CRIMINAL MISCHIEF,1,6585
2019/09/03 00:00:00+00,1541,1400,300 HARTSON ST     ,CRIMINAL MISCHIEF,0,6586
2019/09/03 00:00:00+00,1421,1421,1000 S  CLINTON ST     ,ALL OTHER OFFENSES,0,6587
2019/09/03 00:00:00+00,1432,1430,200 WALL ST     ,SIMPLE ASSAULT,0,6588
2019/09/03 00:00:00+00,1536,1536,100 DICKERSON ST     ,ALL OTHER OFFENSES,0,6589
2019/09/03 00:00:00+00,1550,1550,400 TOMPKINS ST     ,ALL OTHER OFFENSES,1,6590
2019/09/03 00:00:00+00,1702,1702,900 BURNET AVE    ,SIMPLE ASSAULT,0,6591
2019/09/03 00:00:00+00,1754,1754,100 MCCORMICK AV     ,POSSESSION/USE DRUG,0,6592
2019/09/03 00:00:00+00,1800,1800,100 HIGH ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,6593
2019/09/03 00:00:00+00,1732,1903,600 SECOND NORTH ST     ,SIMPLE ASSAULT,0,6594
2019/09/03 00:00:00+00,1923,1923,2200 JAMES ST     ,POSSESSION/MARIJUANA,0,6595
2019/09/03 00:00:00+00,1950,1950,600 S  CLINTON ST     ,ALL OTHER OFFENSES,0,6596
2019/09/03 00:00:00+00,2000,2015,400 WOODRUFF AV     ,CRIMINAL MISCHIEF,0,6597
2019/09/03 00:00:00+00,2230,2230,500 TALLMAN ST     ,CRIMINAL MISCHIEF,0,6598
2019/09/03 00:00:00+00,2100,0800,400 RICH ST     ,CRIMINAL MISCHIEF,1,6599
2019/09/03 00:00:00+00,1500,1500,100 DICKERSON ST     ,OFFN AGAINST FAMILY,0,6600
2019/09/04 00:00:00+00,2200,0015,500 PLUM ST     ,CRIMINAL MISCHIEF,1,6601
2019/09/04 00:00:00+00,0028,0028,1900 MIDLAND AV     ,POSSESSION/USE DRUG,0,6602
2019/09/04 00:00:00+00,0230,0230,700 GRANT BLVD   ,POSSESSION/USE DRUG,0,6603
2019/09/04 00:00:00+00,1700,0745,200 E  WASHINGTON ST     ,CRIMINAL MISCHIEF,0,6604
2019/09/04 00:00:00+00,0939,0939,500 W  ONONDAGA ST     ,SIMPLE ASSAULT,1,6605
2019/09/04 00:00:00+00,1104,1104,300 LEXINGTON AV     ,POSSESSION/MARIJUANA,0,6606
2019/09/04 00:00:00+00,1200,1210,300 WARHAM ST     ,SIMPLE ASSAULT,0,6607
2019/09/04 00:00:00+00,1243,1243,2000 MIDLAND AV     ,POSSESSION/MARIJUANA,0,6608
2019/09/04 00:00:00+00,1200,1200,1500 ERIE BLVD E ,FORGERY/COUNTERFEIT,0,6609
2019/09/04 00:00:00+00,1435,1435,400 ELM ST     ,SIMPLE ASSAULT,0,6610
2019/09/04 00:00:00+00,0800,1457,2000 JAMES ST     ,CRIMINAL MISCHIEF,1,6611
2019/09/04 00:00:00+00,1538,1538,100 W  BISSELL ST     ,POSSESSION/USE DRUG,0,6612
2019/09/04 00:00:00+00,1630,1630,600 S  CLINTON ST     ,ALL OTHER OFFENSES,0,6613
2019/09/04 00:00:00+00,1725,1734,1200 W  ONONDAGA ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,6614
2019/09/04 00:00:00+00,1920,1920,500 ASH ST     ,SALE/MANUFACTURE CONTROLLED SUBSTANCE,0,6615
2019/09/04 00:00:00+00,1715,1715,500 CATHERINE ST     ,PROSTITUTION PATRON/PROMOTING,0,6616
2019/09/04 00:00:00+00,1824,1824,100 SCHULER ST     ,CRIMINAL MISCHIEF,0,6617
2019/09/04 00:00:00+00,1827,1827,1000 HIGHLAND ST     ,SIMPLE ASSAULT,0,6618
2019/09/04 00:00:00+00,1835,1835,1000 CARBON ST     ,PROSTITUTION PATRON/PROMOTING,0,6619
2019/09/04 00:00:00+00,1850,1855,100 CREHANGE ST     ,SIMPLE ASSAULT,0,6620
2019/09/04 00:00:00+00,1900,1900,100 VILLAGE DR     ,OFFN AGAINST FAMILY,0,6621
2019/09/04 00:00:00+00,1900,1902,100 VILLAGE DR     ,SIMPLE ASSAULT,0,6622
2019/09/04 00:00:00+00,2125,2125,300 POND ST     ,SIMPLE ASSAULT,1,6623
2019/09/04 00:00:00+00,2204,2204,700 HICKORY ST     ,OFFN AGAINST FAMILY,0,6624
2019/09/04 00:00:00+00,2235,2235,200 PUTNAM ST     ,SIMPLE ASSAULT,0,6625
2019/09/04 00:00:00+00,2258,2258,500 S  CLINTON ST     ,ALL OTHER OFFENSES,1,6626
2019/09/04 00:00:00+00,2331,2331,300 W  FAYETTE ST     ,ALL OTHER OFFENSES,0,6627
2019/09/04 00:00:00+00,2345,2345,700 S  CROUSE AV     ,CRIMINAL MISCHIEF,1,6628
2019/09/04 00:00:00+00,1054,1600,100 WILLOW ST     ,CRIMINAL MISCHIEF,0,6629
2019/09/05 00:00:00+00,1112,1112,200 SHONNARD ST     ,OFFN AGAINST FAMILY,0,6630
2019/09/05 00:00:00+00,0050,0050,1700 SOUTH AV     ,POSSESSION/MARIJUANA,0,6631
2019/09/05 00:00:00+00,0110,0110,700 BUTTERNUT ST     ,ALL OTHER OFFENSES,0,6632
2019/09/05 00:00:00+00,0142,0142,400 S  CLINTON ST     ,ALL OTHER OFFENSES,0,6633
2019/09/05 00:00:00+00,0324,0324,300 CROSSETT ST     ,POSSESSION/MARIJUANA,0,6634
2019/09/05 00:00:00+00,1324,1424,400 W  SENECA TPKE   ,OFFN AGAINST FAMILY,0,6635
2019/09/05 00:00:00+00,0820,1430,300 KENSINGTON PL     ,CRIMINAL MISCHIEF,1,6636
2019/09/05 00:00:00+00,1722,1722,100 AMY ST     ,POSSESSION/MARIJUANA,0,6637
2019/09/05 00:00:00+00,1840,1843,100 ARGONNE DR     ,SIMPLE ASSAULT,0,6638
2019/09/05 00:00:00+00,1852,1852,400 E  FAYETTE ST     ,ALL OTHER OFFENSES,0,6639
2019/09/05 00:00:00+00,1900,1904,200 HIXON AV     ,SIMPLE ASSAULT,0,6640
2019/09/05 00:00:00+00,1925,1930,300 BURT ST     ,SIMPLE ASSAULT,0,6641
2019/09/05 00:00:00+00,1930,1934,400 UNION PL     ,SIMPLE ASSAULT,0,6642
2019/09/05 00:00:00+00,1930,1930,100 W  BRIGHTON AV     ,SALE/MANUFACTURE CONTROLLED SUBSTANCE,0,6643
2019/09/05 00:00:00+00,1949,1949,600 S  CLINTON ST     ,ALL OTHER OFFENSES,0,6644
2019/09/05 00:00:00+00,2015,2015,1000 W  GENESEE ST     ,SIMPLE ASSAULT,0,6645
2019/09/05 00:00:00+00,2317,2317,300 W  OSTRANDER AV     ,POSSESSION/MARIJUANA,0,6646
2019/09/05 00:00:00+00,2337,2337,400 W  BRIGHTON AV     ,ALL OTHER OFFENSES,0,6647
2019/09/05 00:00:00+00,2356,2356,100 ASHDALE AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,6648
2019/09/05 00:00:00+00,2043,2043,600 N  SALINA ST     ,CRIMINAL MISCHIEF,1,6649
2019/09/06 00:00:00+00,1108,1108,800 BUTTERNUT ST     ,SIMPLE ASSAULT,0,6650
2019/09/06 00:00:00+00,2238,2238,1700 ERIE BLVD E ,OFFN AGAINST FAMILY,0,6651
2019/09/06 00:00:00+00,0030,0030,300 E  ADAMS ST     ,POSSESSION/MARIJUANA,0,6652
2019/09/06 00:00:00+00,0019,0019,900 WADSWORTH ST     ,SIMPLE ASSAULT,0,6653
2019/09/06 00:00:00+00,0020,0020,100 DELAWARE ST     ,ALL OTHER OFFENSES,0,6654
2019/09/06 00:00:00+00,0137,0137,1100 SOUTH AV     ,ALL OTHER OFFENSES,0,6655
2019/09/06 00:00:00+00,0140,0146,100 RADISSON CT     ,SIMPLE ASSAULT,0,6656
2019/09/06 00:00:00+00,0228,0228,100 HATCH ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,6657
2019/09/06 00:00:00+00,0312,0312,100 S  WEST ST     ,POSSESSION/MARIJUANA,0,6658
2019/09/06 00:00:00+00,0320,0322,2000 LODI ST     ,SIMPLE ASSAULT,0,6659
2019/09/06 00:00:00+00,0650,0650,0 CORCORAN CT     ,SIMPLE ASSAULT,0,6660
2019/09/06 00:00:00+00,0706,0706,600 S  CLINTON ST     ,CRIMINAL MISCHIEF,0,6661
2019/09/06 00:00:00+00,0817,0817,500 SOLAR ST     ,ALL OTHER OFFENSES,0,6662
2019/09/06 00:00:00+00,1130,1130,200 S  SALINA ST     ,ALL OTHER OFFENSES,0,6663
2019/09/06 00:00:00+00,1258,1258,2100 S  STATE ST     ,SIMPLE ASSAULT,0,6664
2019/09/06 00:00:00+00,2113,1346,300 STATE FAIR BLVD   ,CRIMINAL MISCHIEF,0,6665
2019/09/06 00:00:00+00,1100,1449,200 UNION PL     ,OFFN AGAINST FAMILY,0,6666
2019/09/06 00:00:00+00,1640,1640,1200 SOUTH AV     ,SIMPLE ASSAULT,0,6667
2019/09/06 00:00:00+00,1659,1659,500 DELAWARE ST     ,SIMPLE ASSAULT,0,6668
2019/09/06 00:00:00+00,1705,1707,3000 MIDLAND AV     ,SIMPLE ASSAULT,0,6669
2019/09/06 00:00:00+00,1804,1804,500 S  FRANKLIN ST     ,ALL OTHER OFFENSES,0,6670
2019/09/06 00:00:00+00,1839,1839,100 WALTON ST     ,ALL OTHER OFFENSES,0,6671
2019/09/06 00:00:00+00,1843,1843,1000 S  MCBRIDE ST     ,POSSESSION/MARIJUANA,1,6672
2019/09/06 00:00:00+00,2000,2000,300 W  FAYETTE ST     ,CRIMINAL MISCHIEF,1,6673
2019/09/06 00:00:00+00,2030,2030,1900 S  STATE ST     ,SIMPLE ASSAULT,0,6674
2019/09/06 00:00:00+00,2245,2245,200 S  ALVORD ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,6675
2019/09/06 00:00:00+00,2253,2253,200 W  BORDEN AV     ,SIMPLE ASSAULT,0,6676
2019/09/06 00:00:00+00,2309,2309,300 W  PLEASANT AV     ,CRIMINAL MISCHIEF,0,6677
2019/09/06 00:00:00+00,2348,2350,400 MERRIMAN AV     ,SIMPLE ASSAULT,0,6678
2019/09/06 00:00:00+00,1039,0800,1200 EUCLID AV     ,CRIMINAL MISCHIEF,0,6679
2019/09/07 00:00:00+00,0130,0145,300 S  CLINTON ST     ,SIMPLE ASSAULT,0,6680
2019/09/07 00:00:00+00,0222,0222,700 UNIVERSITY AV     ,DRIVING UNDER INFLUENCE,0,6681
2019/09/07 00:00:00+00,0345,0345,1400 MIDLAND AV     ,ALL OTHER OFFENSES,1,6682
2019/09/07 00:00:00+00,0451,0451,0 CENTENNIAL DR     ,ALL OTHER OFFENSES,1,6683
2019/09/07 00:00:00+00,1010,1017,400 WILKINSON ST     ,SIMPLE ASSAULT,0,6684
2019/09/07 00:00:00+00,1033,1033,100 BANK ALY    ,ALL OTHER OFFENSES,0,6685
2019/09/07 00:00:00+00,0900,1056,100 KIRKPATRICK ST     ,CRIMINAL MISCHIEF,0,6686
2019/09/07 00:00:00+00,1326,1326,100 AMIDON DR     ,SIMPLE ASSAULT,0,6687
2019/09/07 00:00:00+00,1400,1400,1000 EUCLID AV     ,CRIMINAL MISCHIEF,0,6688
2019/09/07 00:00:00+00,1515,1515,300 TULLY ST     ,SIMPLE ASSAULT,0,6689
2019/09/07 00:00:00+00,1526,1526,1400 SOUTH AV     ,POSSESSION/MARIJUANA,0,6690
2019/09/07 00:00:00+00,1708,1708,600 W  ONONDAGA ST     ,SIMPLE ASSAULT,0,6691
2019/09/07 00:00:00+00,1708,1708,400 W  FAYETTE ST     ,POSSESSION/MARIJUANA,0,6692
2019/09/07 00:00:00+00,1738,1738,500 BEAR ST     ,SIMPLE ASSAULT,0,6693
2019/09/07 00:00:00+00,1820,2115,1 DESTINY USA DR,CRIMINAL MISCHIEF,0,6694
2019/09/07 00:00:00+00,2028,2028,600 W  NEWELL ST     ,POSSESSION/MARIJUANA,1,6695
2019/09/07 00:00:00+00,2040,2040,600 ROBINSON ST     ,POSSESSION/MARIJUANA,0,6696
2019/09/07 00:00:00+00,2312,2312,200 LOMBARD AV     ,ALL OTHER OFFENSES,0,6697
2019/09/07 00:00:00+00,2325,2325,700 PARK AV     ,POSSESSION/MARIJUANA,0,6698
2019/09/07 00:00:00+00,2347,2347,200 N  STATE ST     ,OFFN AGAINST FAMILY,0,6699
2019/09/07 00:00:00+00,1440,1445,1 DESTINY USA DR,CRIMINAL MISCHIEF,0,6700
2019/09/07 00:00:00+00,2000,2000,300 MERRIMAN AV     ,SIMPLE ASSAULT,1,6701
2019/09/07 00:00:00+00,0230,0230,300 W  GENESEE ST     ,SIMPLE ASSAULT,0,6702
2019/09/08 00:00:00+00,0012,0012,500 FABIUS ST     ,OFFN AGAINST FAMILY,0,6703
2019/09/08 00:00:00+00,0033,0033,800 BUTTERNUT ST     ,ALL OTHER OFFENSES,0,6704
2019/09/08 00:00:00+00,0046,0051,100 FERNWOOD AV     ,SIMPLE ASSAULT,0,6705
2019/09/08 00:00:00+00,0105,0105,200 HIER AV     ,CRIMINAL MISCHIEF,1,6706
2019/09/08 00:00:00+00,0148,0148,600 GIFFORD ST     ,ALL OTHER OFFENSES,0,6707
2019/09/08 00:00:00+00,0157,0157,100 LYDELL ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,6708
2019/09/08 00:00:00+00,0220,0220,1300 S  STATE ST     ,CRIMINAL MISCHIEF,1,6709
2019/09/08 00:00:00+00,0228,0228,400 SHONNARD ST     ,POSSESSION/USE DRUG,0,6710
2019/09/08 00:00:00+00,0245,0245,300 TURTLE ST     ,POSSESSION/MARIJUANA,0,6711
2019/09/08 00:00:00+00,0300,0300,1000 W  ONONDAGA ST     ,DRIVING UNDER INFLUENCE,0,6712
2019/09/08 00:00:00+00,0631,0631,2200 GRANT BLVD   ,POSSESSION/MARIJUANA,0,6713
2019/09/08 00:00:00+00,1200,0923,1200 MILTON AV     ,SIMPLE ASSAULT,0,6714
2019/09/08 00:00:00+00,1200,1243,500 S  CLINTON ST     ,OFFN AGAINST FAMILY,0,6715
2019/09/08 00:00:00+00,1045,1045,1500 S  STATE ST     ,FRAUD,0,6716
2019/09/08 00:00:00+00,1135,1135,1 DESTINY USA DR,SIMPLE ASSAULT,1,6717
2019/09/08 00:00:00+00,1348,1348,300 W  PLEASANT AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,6718
2019/09/08 00:00:00+00,0000,1355,200 FITCH ST     ,SIMPLE ASSAULT,0,6719
2019/09/08 00:00:00+00,1413,1413,300 FITCH ST     ,SIMPLE ASSAULT,0,6720
2019/09/08 00:00:00+00,1440,1440,2800 E  GENESEE ST     ,OFFN AGAINST FAMILY,0,6721
2019/09/08 00:00:00+00,1600,1500,1200 WOLF ST     ,CRIMINAL MISCHIEF,1,6722
2019/09/08 00:00:00+00,1739,1739,100 BERWYN AV     ,ALL OTHER OFFENSES,0,6723
2019/09/08 00:00:00+00,1805,1809,100 E  BISSELL ST     ,SIMPLE ASSAULT,0,6724
2019/09/08 00:00:00+00,2018,2019,1300 PARK ST     ,SIMPLE ASSAULT,0,6725
2019/09/08 00:00:00+00,2115,2136,100 SLAYTON AV     ,SIMPLE ASSAULT,0,6726
2019/09/08 00:00:00+00,2000,2318,2200 E  GENESEE ST     ,SIMPLE ASSAULT,0,6727
2019/09/08 00:00:00+00,2353,2353,300 CROSSETT ST     ,POSSESSION/MARIJUANA,0,6728
2019/09/08 00:00:00+00,1330,1330,1 DESTINY USA DR,SIMPLE ASSAULT,0,6729
2019/09/08 00:00:00+00,2000,2100,100 GRACE ST     ,CRIMINAL MISCHIEF,1,6730
2019/09/08 00:00:00+00,1832,1832,800 TALLMAN ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,6731
2019/09/09 00:00:00+00,0012,0012,0 CENTENNIAL DR     ,SIMPLE ASSAULT,0,6732
2019/09/09 00:00:00+00,0104,0104,600 WARREN ST     ,DRIVING UNDER INFLUENCE,0,6733
2019/09/09 00:00:00+00,0114,0114,300 LIBERTY ST     ,POSSESSION/MARIJUANA,0,6734
2019/09/09 00:00:00+00,0157,0157,600 JAMES ST     ,SIMPLE ASSAULT,0,6735
2019/09/09 00:00:00+00,0240,0240,1200 S  GEDDES ST     ,ALL OTHER OFFENSES,0,6736
2019/09/09 00:00:00+00,0309,0309,100 DICKERSON ST     ,OFFN AGAINST FAMILY,0,6737
2019/09/09 00:00:00+00,0506,0509,200 HUDSON ST     ,CRIMINAL MISCHIEF,0,6738
2019/09/09 00:00:00+00,0705,0700,200 CORTLAND AV     ,SIMPLE ASSAULT,0,6739
2019/09/09 00:00:00+00,0843,0843,600 S  CLINTON ST     ,OFFN AGAINST FAMILY,0,6740
2019/09/09 00:00:00+00,1230,0930,600 N  SALINA ST     ,CRIMINAL MISCHIEF,1,6741
2019/09/09 00:00:00+00,1029,1029,500 S  STATE ST     ,ALL OTHER OFFENSES,0,6742
2019/09/09 00:00:00+00,1127,1127,600 JAMES ST     ,SIMPLE ASSAULT,0,6743
2019/09/09 00:00:00+00,1133,1133,100 ALEXANDER AV     ,ALL OTHER OFFENSES,0,6744
2019/09/09 00:00:00+00,1152,1200,900 JAMES ST     ,CRIMINAL MISCHIEF,1,6745
2019/09/09 00:00:00+00,1230,1255,300 S  WARREN ST     ,DISORDERLY CONDUCT,1,6746
2019/09/09 00:00:00+00,1304,1326,500 RICHMOND AV     ,SIMPLE ASSAULT,0,6747
2019/09/09 00:00:00+00,1340,1340,200 W  OSTRANDER AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,6748
2019/09/09 00:00:00+00,1030,1410,100 AVON RD     ,SIMPLE ASSAULT,0,6749
2019/09/09 00:00:00+00,1408,1410,1 DESTINY USA DR,CRIMINAL MISCHIEF,1,6750
2019/09/09 00:00:00+00,1445,1445,100 DICKERSON ST     ,ALL OTHER OFFENSES,0,6751
2019/09/09 00:00:00+00,1445,1457,900 LEMOYNE AV     ,CRIMINAL MISCHIEF,0,6752
2019/09/09 00:00:00+00,1554,1554,600 W  NEWELL ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,6753
2019/09/09 00:00:00+00,1630,1634,100 RONEY LN     ,SIMPLE ASSAULT,0,6754
2019/09/09 00:00:00+00,1545,1828,100 STEUBEN ST     ,OFFN AGAINST FAMILY,0,6755
2019/09/09 00:00:00+00,1706,1706,100 RONEY LN     ,ALL OTHER OFFENSES,0,6756
2019/09/09 00:00:00+00,1725,1725,100 LANDON AV     ,POSSESSION/MARIJUANA,0,6757
2019/09/09 00:00:00+00,1751,1751,700 S  GEDDES ST     ,POSSESSION/USE DRUG,0,6758
2019/09/09 00:00:00+00,1801,1801,100 DABLON CT     ,POSSESSION/MARIJUANA,0,6759
2019/09/09 00:00:00+00,2055,2055,1800 E  FAYETTE ST     ,POSSESSION/MARIJUANA,0,6760
2019/09/09 00:00:00+00,2140,2147,200 ELLIOTT ST     ,SIMPLE ASSAULT,0,6761
2019/09/09 00:00:00+00,2327,2327,2400 ERIE BLVD E ,SIMPLE ASSAULT,0,6762
2019/09/09 00:00:00+00,0400,0400,100 SLOCUM AV     ,SIMPLE ASSAULT,0,6763
2019/09/09 00:00:00+00,2215,2219,2500 BURNET AV     ,CRIMINAL MISCHIEF,1,6764
2019/09/10 00:00:00+00,2301,2301,200 NORWOOD AV     ,OFFN AGAINST FAMILY,1,6765
2019/09/10 00:00:00+00,2330,2330,100 N  EDWARDS AV     ,CRIMINAL MISCHIEF,0,6766
2019/09/10 00:00:00+00,0005,0005,100 LAWRENCE ST     ,CRIMINAL MISCHIEF,0,6767
2019/09/10 00:00:00+00,0035,0035,0 SLOCUM @ W ONONDAGA ST        ,ALL OTHER OFFENSES,0,6768
2019/09/10 00:00:00+00,0044,0044,1400 LODI ST     ,SIMPLE ASSAULT,0,6769
2019/09/10 00:00:00+00,0151,0152,900 OAK ST     ,SIMPLE ASSAULT,0,6770
2019/09/10 00:00:00+00,0550,0554,600 WESTMORELAND AV     ,CRIMINAL MISCHIEF,0,6771
2019/09/10 00:00:00+00,0810,0810,100 PARKSIDE AV     ,SIMPLE ASSAULT,1,6772
2019/09/10 00:00:00+00,0845,0845,300 W  ONONDAGA ST     ,ALL OTHER OFFENSES,0,6773
2019/09/10 00:00:00+00,1017,1100,100 DICKERSON ST     ,POSSESSION/USE DRUG,0,6774
2019/09/10 00:00:00+00,1015,1015,100 DICKERSON ST     ,ALL OTHER OFFENSES,0,6775
2019/09/10 00:00:00+00,1041,1041,200 W  NEWELL ST     ,SIMPLE ASSAULT,0,6776
2019/09/10 00:00:00+00,1131,1131,100 W  ONONDAGA ST     ,POSSESSION/MARIJUANA,0,6777
2019/09/10 00:00:00+00,1135,1135,200 NORWOOD AV     ,CRIMINAL MISCHIEF,1,6778
2019/09/10 00:00:00+00,1220,1222,600 E  DIVISION ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,6779
2019/09/10 00:00:00+00,1305,1305,200 SOUTH AV     ,ALL OTHER OFFENSES,0,6780
2019/09/10 00:00:00+00,1313,1313,800 POND ST     ,PROSTITUTION PATRON/PROMOTING,0,6781
2019/09/10 00:00:00+00,1329,1329,600 S  CLINTON ST     ,OFFN AGAINST FAMILY,0,6782
2019/09/10 00:00:00+00,1347,1347,600 S  CLINTON ST     ,OFFN AGAINST FAMILY,0,6783
2019/09/10 00:00:00+00,1342,1342,600 BUTTERNUT ST     ,PROSTITUTION PATRON/PROMOTING,0,6784
2019/09/10 00:00:00+00,1358,1358,600 BUTTERNUT ST     ,PROSTITUTION PATRON/PROMOTING,0,6785
2019/09/10 00:00:00+00,1430,1430,600 S  WILBUR AV     ,OFFN AGAINST FAMILY,0,6786
2019/09/10 00:00:00+00,1425,1425,800 N  ALVORD ST     ,PROSTITUTION PATRON/PROMOTING,0,6787
2019/09/10 00:00:00+00,1442,1442,100 GIFFORD ST     ,ALL OTHER OFFENSES,0,6788
2019/09/10 00:00:00+00,1537,1537,100 DICKERSON ST     ,ALL OTHER OFFENSES,0,6789
2019/09/10 00:00:00+00,1557,1557,200 MERRIMAN AV     ,ALL OTHER OFFENSES,1,6790
2019/09/10 00:00:00+00,1559,1559,100 E  BISSELL ST     ,ALL OTHER OFFENSES,0,6791
2019/09/10 00:00:00+00,1608,1608,1200 W  COLVIN ST     ,SIMPLE ASSAULT,1,6792
2019/09/10 00:00:00+00,1900,1500,1200 W  GENESEE ST     ,CRIMINAL MISCHIEF,1,6793
2019/09/10 00:00:00+00,1630,1630,1200 SOUTH AV     ,CRIMINAL MISCHIEF,0,6794
2019/09/10 00:00:00+00,1700,1707,200 COLUMBUS AV     ,OFFN AGAINST FAMILY,0,6795
2019/09/10 00:00:00+00,1823,1823,100 N  MIDLER AV     ,SIMPLE ASSAULT,0,6796
2019/09/10 00:00:00+00,1845,1845,400 PARK AV     ,OFFN AGAINST FAMILY,0,6797
2019/09/10 00:00:00+00,1859,1859,300 BURT ST     ,POSSESSION/MARIJUANA,0,6798
