DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE DEFINED,QualityOfLife,ObjectID
10/5/2022 12:00:00 AM,1810,1810,200 MARTIN LUTHER KING      E,POSSESSION/USE DRUG,0,171814
10/5/2022 12:00:00 AM,1924,1924,1000 MILTON AVE,SIMPLE ASSAULT,0,171815
10/5/2022 12:00:00 AM,2045,2045,400 CRADDOCK ST,OFFN AGAINST FAMILY,0,171816
10/5/2022 12:00:00 AM,2111,2111,200 HALL AVE,POSSESSION/USE DANGEROUS WEAPONS,0,171817
10/5/2022 12:00:00 AM,2222,2222,100 DANFORTH TER,SIMPLE ASSAULT,0,171818
10/5/2022 12:00:00 AM,2228,2228,1100 S  TOWNSEND ST,CRIMINAL MISCHIEF,0,171819
10/5/2022 12:00:00 AM,2228,2228,100 E  MATSON AVE,CRIMINAL MISCHIEF,1,171820
10/5/2022 12:00:00 AM,2233,2233,200 ROCKLAND AVE,SIMPLE ASSAULT,0,171821
10/5/2022 12:00:00 AM,2325,2325,0 WALSH CIR,SIMPLE ASSAULT,0,171822
10/6/2022 12:00:00 AM,0038,0038,500 S  CROUSE AVE,CRIMINAL MISCHIEF,1,171823
10/6/2022 12:00:00 AM,0045,0045,200 HIER AVE,CRIMINAL MISCHIEF,0,171824
10/6/2022 12:00:00 AM,0113,0113,1300 BUTTERNUT ST,SIMPLE ASSAULT,0,171825
10/6/2022 12:00:00 AM,0742,0742,900 S  TOWNSEND ST,SIMPLE ASSAULT,0,171826
10/6/2022 12:00:00 AM,0830,0900,100 HURLBURT RD,SIMPLE ASSAULT,0,171827
10/6/2022 12:00:00 AM,0934,0934,100 W  CORNING AVE,CRIMINAL MISCHIEF,0,171828
10/6/2022 12:00:00 AM,1033,1033,500 WOLF ST,OFFN AGAINST FAMILY,0,171829
10/6/2022 12:00:00 AM,1551,1551,500 ONONDAGA AVE,CRIMINAL MISCHIEF,1,171830
10/6/2022 12:00:00 AM,1647,1647,100 HOPE AVE,ALL OTHER OFFENSES,0,171831
10/6/2022 12:00:00 AM,1737,1737,1 DESTINY USA DR,OFFN AGAINST FAMILY,0,171832
10/6/2022 12:00:00 AM,1818,1818,200 BEECHER ST,SIMPLE ASSAULT,0,171833
10/6/2022 12:00:00 AM,1856,1856,2000 S  SALINA ST,POSSESSION/USE DANGEROUS WEAPONS,0,171834
10/6/2022 12:00:00 AM,2027,2027,100 STEUBEN ST,SIMPLE ASSAULT,0,171835
10/6/2022 12:00:00 AM,2116,2116,100 ROWLAND ST,POSSESSION/USE DANGEROUS WEAPONS,0,171836
10/6/2022 12:00:00 AM,1200,2219,300 S  BEECH ST,SIMPLE ASSAULT,0,171837
10/6/2022 12:00:00 AM,2317,2317,1200 BUTTERNUT ST,CRIMINAL MISCHIEF,1,171838
10/6/2022 12:00:00 AM,1325,1312,0 WILL CT,CRIMINAL MISCHIEF,0,171839
10/6/2022 12:00:00 AM,0715,1324,700 EUCLID AVE,CRIMINAL MISCHIEF,0,171840
10/6/2022 12:00:00 AM,0700,1335,400 MILTON AVE,CRIMINAL MISCHIEF,0,171841
10/6/2022 12:00:00 AM,1550,1341,700 EUCLID AVE,OFFN AGAINST FAMILY,0,171842
10/7/2022 12:00:00 AM,0312,0312,800 KIRKPATRICK ST,SIMPLE ASSAULT,0,171843
10/7/2022 12:00:00 AM,0835,0835,1900 E  FAYETTE ST,CRIMINAL MISCHIEF,1,171844
10/7/2022 12:00:00 AM,0900,0900,1100 SALT SPRINGS RD,SIMPLE ASSAULT,0,171845
10/7/2022 12:00:00 AM,2200,0600,100 DABLON CT,CRIMINAL MISCHIEF,1,171846
10/7/2022 12:00:00 AM,0945,0945,1000 CANAL ST,UNAUTHORIZED USE MV,0,171847
10/7/2022 12:00:00 AM,1028,1028,200 W  BEARD AVE,SIMPLE ASSAULT,0,171848
10/7/2022 12:00:00 AM,1137,1137,200 MAGNOLIA ST,SIMPLE ASSAULT,0,171849
10/7/2022 12:00:00 AM,1332,1332,300 GRANT AVE,OFFN AGAINST FAMILY,0,171850
10/7/2022 12:00:00 AM,1509,1509,500 S  CROUSE AVE,OFFN AGAINST FAMILY,0,171851
10/7/2022 12:00:00 AM,1511,1511,1000 N  GEDDES ST,CRIMINAL MISCHIEF,1,171852
10/7/2022 12:00:00 AM,1650,1650,100 DICKERSON ST,OFFN AGAINST FAMILY,0,171853
10/7/2022 12:00:00 AM,1719,1719,100 SMITH LN,CRIMINAL MISCHIEF,1,171854
10/7/2022 12:00:00 AM,1917,1917,900 WADSWORTH ST,SIMPLE ASSAULT,0,171855
10/7/2022 12:00:00 AM,1921,1921,100 SPAULDING AVE,SIMPLE ASSAULT,0,171856
10/7/2022 12:00:00 AM,1950,1954,1200 WILLIS AVE,CRIMINAL MISCHIEF,1,171857
10/7/2022 12:00:00 AM,2215,2215,600 PARK ST,SIMPLE ASSAULT,0,171858
10/7/2022 12:00:00 AM,2256,2256,100 E  RAYNOR AVE,POSSESSION/USE DANGEROUS WEAPONS,0,171859
10/7/2022 12:00:00 AM,1115,0609,300 W  MATSON AVE,CRIMINAL MISCHIEF,0,171860
10/7/2022 12:00:00 AM,0545,0642,700 LIVINGSTON AVE,CRIMINAL MISCHIEF,0,171861
10/7/2022 12:00:00 AM,0655,0655,200 SLOCUM AVE,SIMPLE ASSAULT,0,171862
10/7/2022 12:00:00 AM,0500,0659,800 SUMNER AVE,CRIMINAL MISCHIEF,0,171863
10/8/2022 12:00:00 AM,0222,0222,800 N  ALVORD ST,POSSESSION/USE DANGEROUS WEAPONS,0,171864
10/8/2022 12:00:00 AM,0403,0403,100 SMITH LN,KIDNAPPING,0,171865
10/8/2022 12:00:00 AM,0604,0604,100 WAITE AVE,SIMPLE ASSAULT,0,171866
10/8/2022 12:00:00 AM,0928,0928,100 E  BRIGHTON AVE,CRIMINAL MISCHIEF,0,171867
10/8/2022 12:00:00 AM,0955,0955,100 SMITH LN,SIMPLE ASSAULT,0,171868
10/8/2022 12:00:00 AM,1132,1132,100 W  PLEASANT AVE,CRIMINAL MISCHIEF,0,171869
10/8/2022 12:00:00 AM,1512,1512,300 W  CALTHROP AVE,SIMPLE ASSAULT,0,171870
10/8/2022 12:00:00 AM,1529,1529,100 GAGE CT,SIMPLE ASSAULT,0,171871
10/8/2022 12:00:00 AM,1647,1647,400 ROWLAND ST,OFFN AGAINST FAMILY,0,171872
10/8/2022 12:00:00 AM,1648,1648,800 POND ST,CRIMINAL MISCHIEF,0,171873
10/8/2022 12:00:00 AM,1747,1747,1200 COURT ST,SIMPLE ASSAULT,0,171874
10/8/2022 12:00:00 AM,1800,1800,100 SHELDON AVE,POSSESSION/USE DANGEROUS WEAPONS,0,171875
10/8/2022 12:00:00 AM,1855,1855,300 RICHMOND AVE,LOITERING,0,171876
10/8/2022 12:00:00 AM,1953,1953,300 W  CALTHROP AVE,POSSESSION/USE DANGEROUS WEAPONS,0,171877
10/8/2022 12:00:00 AM,2023,2023,100 SMITH LN,SIMPLE ASSAULT,0,171878
10/8/2022 12:00:00 AM,2117,2117,100 W  LAFAYETTE AVE,SIMPLE ASSAULT,0,171879
10/8/2022 12:00:00 AM,2130,2130,400 BISHOP AVE,SIMPLE ASSAULT,0,171880
10/8/2022 12:00:00 AM,2346,2346,200 ROCKLAND AVE,OFFN AGAINST FAMILY,0,171881
10/9/2022 12:00:00 AM,0023,0023,300 N  MIDLER AVE,LIQUOR LAW VIOLATIONS,0,171882
10/9/2022 12:00:00 AM,0052,0052,100 CORDOVA ST,SIMPLE ASSAULT,0,171883
10/9/2022 12:00:00 AM,0140,0140,200 STATE FAIR BLVD,CRIMINAL MISCHIEF,0,171884
10/9/2022 12:00:00 AM,0213,0213,300 S  CLINTON ST,SIMPLE ASSAULT,0,171885
10/9/2022 12:00:00 AM,0312,0312,100 AMHERST AVE,OFFN AGAINST FAMILY,0,171886
10/9/2022 12:00:00 AM,0946,0946,300 WINTON ST,OFFN AGAINST FAMILY,0,171887
10/9/2022 12:00:00 AM,1207,1207,100 HOLDEN ST,POSSESSION/USE DANGEROUS WEAPONS,0,171888
10/9/2022 12:00:00 AM,1244,1244,100 GARFIELD AVE,OFFN AGAINST FAMILY,0,171889
10/9/2022 12:00:00 AM,1355,1355,200 MOORE AVE,SIMPLE ASSAULT,0,171890
10/9/2022 12:00:00 AM,1625,1625,600 PARK ST,ALL OTHER OFFENSES,0,171891
10/9/2022 12:00:00 AM,1639,1639,100 SMITH LN,SIMPLE ASSAULT,0,171892
10/9/2022 12:00:00 AM,1744,1744,300 E  DIVISION ST,SIMPLE ASSAULT,0,171893
10/9/2022 12:00:00 AM,1824,1824,400 S  SALINA ST,CRIMINAL MISCHIEF,1,171894
10/9/2022 12:00:00 AM,1744,1827,100 WADSWORTH ST,OFFN AGAINST FAMILY,1,171895
10/9/2022 12:00:00 AM,1855,1855,200 MARTIN LUTHER KING      W,SIMPLE ASSAULT,0,171896
10/9/2022 12:00:00 AM,2009,2009,400 ASH ST,SIMPLE ASSAULT,1,171897
10/9/2022 12:00:00 AM,2122,2122,200 WILLIS AVE,SIMPLE ASSAULT,0,171898
10/9/2022 12:00:00 AM,2327,2327,100 ASHDALE AVE,DRIVING UNDER INFLUENCE,0,171899
10/10/2022 12:00:00 AM,0011,0011,100 STINARD AVE,CRIMINAL MISCHIEF,1,171900
10/10/2022 12:00:00 AM,0259,0259,3000 BURNET AVE,CRIMINAL MISCHIEF,1,171901
10/10/2022 12:00:00 AM,0328,0328,100 CORTLAND AVE,OFFN AGAINST FAMILY,0,171902
10/10/2022 12:00:00 AM,0703,0703,700 ERIE BLVD W,CRIMINAL MISCHIEF,1,171903
10/10/2022 12:00:00 AM,0900,0900,300 BAKER AVE,CRIMINAL MISCHIEF,1,171904
10/10/2022 12:00:00 AM,0918,0918,300 W  ONONDAGA ST,OFFN AGAINST FAMILY,1,171905
10/10/2022 12:00:00 AM,1017,1017,100 W  CORNING AVE,ALL OTHER OFFENSES,0,171906
10/10/2022 12:00:00 AM,1138,1138,100 SMITH LN,OFFN AGAINST FAMILY,0,171907
10/10/2022 12:00:00 AM,1300,1300,200 CORTLAND AVE,OFFN AGAINST FAMILY,0,171908
10/10/2022 12:00:00 AM,1320,1320,1000 BALLANTYNE RD,CRIMINAL MISCHIEF,1,171909
10/10/2022 12:00:00 AM,1518,1518,100 BISHOP AVE,POSSESSION/USE DANGEROUS WEAPONS,0,171910
10/10/2022 12:00:00 AM,1608,1608,500 SOLAR ST,OFFN AGAINST FAMILY,0,171911
10/10/2022 12:00:00 AM,1724,1724,800 S  STATE ST,POSSESSION/USE DANGEROUS WEAPONS,0,171912
10/10/2022 12:00:00 AM,1959,1959,1000 S  TOWNSEND ST,POSSESSION/USE DANGEROUS WEAPONS,0,171913
10/10/2022 12:00:00 AM,2015,2015,100 DICKERSON ST,SIMPLE ASSAULT,0,171914
10/10/2022 12:00:00 AM,2115,2115,400 OTISCO ST,ALL OTHER OFFENSES,0,171915
10/10/2022 12:00:00 AM,2223,2223,500 E  LAUREL ST,POSSESSION/USE DANGEROUS WEAPONS,0,171916
10/10/2022 12:00:00 AM,0531,0540,300 N  MIDLER AVE,OFFN AGAINST FAMILY,0,171917
10/11/2022 12:00:00 AM,0128,0128,100 RICHARDSON AVE,CRIMINAL MISCHIEF,1,171918
10/11/2022 12:00:00 AM,1150,1202,3100 E  GENESEE ST,DISORDERLY CONDUCT,0,171919
10/11/2022 12:00:00 AM,1457,1457,100 BALLARD AVE,SIMPLE ASSAULT,0,171920
10/11/2022 12:00:00 AM,1540,1540,100 LILAC ST,SIMPLE ASSAULT,0,171921
10/11/2022 12:00:00 AM,1637,1637,300 ALBERT RD,OFFN AGAINST FAMILY,0,171922
10/11/2022 12:00:00 AM,1915,1915,500 POND ST,CRIMINAL MISCHIEF,0,171923
10/11/2022 12:00:00 AM,1953,1953,2400 MIDLAND AVE,ALL OTHER OFFENSES,0,171924
10/11/2022 12:00:00 AM,2023,2023,1300 HIGHLAND ST,POSSESSION/USE DRUG,0,171925
10/12/2022 12:00:00 AM,0144,0144,100 HERBERT ST,CRIMINAL MISCHIEF,0,171926
10/12/2022 12:00:00 AM,0426,0426,800 E  WILLOW ST,SIMPLE ASSAULT,0,171927
10/12/2022 12:00:00 AM,0612,0612,300 W  COLVIN ST,CRIMINAL MISCHIEF,0,171928
10/12/2022 12:00:00 AM,0714,0714,1300 BELLEVUE AVE,POSSESSION/USE DANGEROUS WEAPONS,0,171929
10/12/2022 12:00:00 AM,0844,0844,300 WELLESLEY RD,CRIMINAL MISCHIEF,1,171930
10/12/2022 12:00:00 AM,1345,1345,700 W  ONONDAGA ST,SIMPLE ASSAULT,0,171931
10/12/2022 12:00:00 AM,1449,1449,500 WOLF ST,ALL OTHER OFFENSES,0,171932
10/12/2022 12:00:00 AM,1536,1536,4700 ONONDAGA BLVD,POSSESSION/USE DANGEROUS WEAPONS,1,171933
10/12/2022 12:00:00 AM,1537,1537,600 SOUTH AVE,SIMPLE ASSAULT,0,171934
10/12/2022 12:00:00 AM,1542,1542,100 LAKEVIEW AVE,SIMPLE ASSAULT,0,171935
10/12/2022 12:00:00 AM,1624,1624,900 SALT SPRINGS RD,SIMPLE ASSAULT,0,171936
10/12/2022 12:00:00 AM,1808,1808,1 DESTINY USA DR,OFFN AGAINST FAMILY,0,171937
10/12/2022 12:00:00 AM,2037,2037,700 DANFORTH ST,OFFN AGAINST FAMILY,0,171938
10/13/2022 12:00:00 AM,0216,0216,100 MAPLE TER,SIMPLE ASSAULT,0,171939
10/13/2022 12:00:00 AM,0322,0322,100 FERNWOOD AVE,SIMPLE ASSAULT,0,171940
10/13/2022 12:00:00 AM,0933,0933,200 N  COLLINGWOOD AVE,POSSESSION/USE DANGEROUS WEAPONS,0,171941
10/13/2022 12:00:00 AM,1014,1014,1200 BUTTERNUT ST,CRIMINAL MISCHIEF,1,171942
10/13/2022 12:00:00 AM,1649,1649,500 S  STATE ST,OFFN AGAINST FAMILY,0,171943
10/13/2022 12:00:00 AM,1649,1649,500 S  STATE ST,OFFN AGAINST FAMILY,0,171944
10/13/2022 12:00:00 AM,1926,1926,1900 BELLEVUE AVE,DRIVING UNDER INFLUENCE,0,171945
10/13/2022 12:00:00 AM,1958,1958,100 FITCH ST,POSSESSION/USE DANGEROUS WEAPONS,0,171946
10/13/2022 12:00:00 AM,2009,2009,200 S  GEDDES ST,SIMPLE ASSAULT,0,171947
10/13/2022 12:00:00 AM,2219,2219,200 VILLAGE DR,CRIMINAL MISCHIEF,1,171948
10/13/2022 12:00:00 AM,2239,2239,200 LAFAYETTE RD,SIMPLE ASSAULT,0,171949
10/14/2022 12:00:00 AM,0012,0012,1500 PARK ST,POSSESSION/USE DANGEROUS WEAPONS,0,171950
10/14/2022 12:00:00 AM,0028,0028,500 S  SALINA ST,OFFN AGAINST FAMILY,0,171951
10/14/2022 12:00:00 AM,0813,0813,100 MINERVA ST,CRIMINAL MISCHIEF,0,171952
10/14/2022 12:00:00 AM,1011,1011,300 HOLLAND ST,SIMPLE ASSAULT,0,171953
10/14/2022 12:00:00 AM,1028,1028,200 ESSEX ST,CRIMINAL MISCHIEF,0,171954
10/14/2022 12:00:00 AM,1723,1723,100 HAROLD ST,OFFN AGAINST FAMILY,0,171955
10/14/2022 12:00:00 AM,2232,2232,100 LINWILL TER,CRIMINAL MISCHIEF,0,171956
10/15/2022 12:00:00 AM,0019,0019,300 HIXSON AVE,SIMPLE ASSAULT,0,171957
10/15/2022 12:00:00 AM,0020,0020,900 JAMES ST,SIMPLE ASSAULT,0,171958
10/15/2022 12:00:00 AM,0157,0157,200 WADSWORTH ST,CRIMINAL MISCHIEF,0,171959
10/15/2022 12:00:00 AM,0455,0455,200 NORWOOD AVE,CRIMINAL MISCHIEF,0,171960
10/15/2022 12:00:00 AM,0604,0604,1000 ACKERMAN AVE,CRIMINAL MISCHIEF,1,171961
10/15/2022 12:00:00 AM,0621,0621,400 MARCELLUS ST,POSSESSION/USE DANGEROUS WEAPONS,0,171962
10/15/2022 12:00:00 AM,0749,0749,400 MARCELLUS ST,SIMPLE ASSAULT,0,171963
10/15/2022 12:00:00 AM,0834,0834,400 KIRKPATRICK ST,SIMPLE ASSAULT,0,171964
10/15/2022 12:00:00 AM,0930,0930,200 VAN BUREN ST,CRIMINAL MISCHIEF,1,171965
10/15/2022 12:00:00 AM,1930,1100,1200 ALMOND ST,SIMPLE ASSAULT,0,171966
10/15/2022 12:00:00 AM,1214,1214,100 N  BEECH ST,CRIMINAL MISCHIEF,1,171967
10/15/2022 12:00:00 AM,1300,1320,600 W  ONONDAGA ST,SIMPLE ASSAULT,0,171968
10/15/2022 12:00:00 AM,1403,1403,200 OSTROM AVE,SIMPLE ASSAULT,1,171969
10/15/2022 12:00:00 AM,1439,1439,700 IRVING AVE,POSSESSION/USE DANGEROUS WEAPONS,0,171970
10/15/2022 12:00:00 AM,1546,1546,100 TRINITY PL,CRIMINAL MISCHIEF,1,171971
10/15/2022 12:00:00 AM,1632,1632,200 GRACE ST,OFFN AGAINST FAMILY,0,171972
10/15/2022 12:00:00 AM,1708,1708,400 W  COLVIN ST,SIMPLE ASSAULT,0,171973
10/15/2022 12:00:00 AM,1727,1727,100 BERGER AVE,SIMPLE ASSAULT,0,171974
10/15/2022 12:00:00 AM,1808,1808,300 PROSPECT AVE,SIMPLE ASSAULT,0,171975
10/15/2022 12:00:00 AM,2213,2213,200 N  TOWNSEND ST,SIMPLE ASSAULT,0,171976
10/15/2022 12:00:00 AM,2248,2248,100 GRACE ST,POSSESSION/USE DANGEROUS WEAPONS,0,171977
10/15/2022 12:00:00 AM,2305,2305,100 RONEY LN,SIMPLE ASSAULT,0,171978
10/15/2022 12:00:00 AM,2314,2314,100 LAFAYETTE RD,CRIMINAL MISCHIEF,1,171979
10/16/2022 12:00:00 AM,0225,0225,100 TRUTH TER,SIMPLE ASSAULT,0,171980
10/16/2022 12:00:00 AM,0225,0225,100 LIGHT CT,SIMPLE ASSAULT,0,171981
10/16/2022 12:00:00 AM,0248,0248,100 SMITH LN,SIMPLE ASSAULT,0,171982
10/16/2022 12:00:00 AM,0720,0720,800 BURNET AVE,OFFN AGAINST FAMILY,0,171983
10/16/2022 12:00:00 AM,0724,0724,900 FIRST NORTH ST,SIMPLE ASSAULT,0,171984
10/16/2022 12:00:00 AM,0811,0811,200 BURDICK AVE,SIMPLE ASSAULT,0,171985
10/16/2022 12:00:00 AM,0850,0850,400 BEATTIE ST,CRIMINAL MISCHIEF,1,171986
10/16/2022 12:00:00 AM,1228,1228,100 FERNWOOD AVE,CRIMINAL MISCHIEF,0,171987
10/16/2022 12:00:00 AM,0000,1449,400 LIBERTY ST,CRIMINAL MISCHIEF,1,171988
10/16/2022 12:00:00 AM,1512,1512,300 N  BEECH ST,SIMPLE ASSAULT,0,171989
10/16/2022 12:00:00 AM,1524,1524,300 LEXINGTON AVE,SIMPLE ASSAULT,1,171990
10/16/2022 12:00:00 AM,1537,1537,900 CANNON ST,SIMPLE ASSAULT,0,171991
10/16/2022 12:00:00 AM,1539,1539,300 N  BEECH ST,CRIMINAL MISCHIEF,0,171992
10/16/2022 12:00:00 AM,1548,1548,400 MAPLE ST,CRIMINAL MISCHIEF,0,171993
10/16/2022 12:00:00 AM,1745,1745,100 LYNWOOD AVE,SIMPLE ASSAULT,0,171994
10/16/2022 12:00:00 AM,1756,1756,100 W  CORNING AVE,CRIMINAL MISCHIEF,1,171995
10/16/2022 12:00:00 AM,1837,1837,900 W  GENESEE ST,SIMPLE ASSAULT,1,171996
10/16/2022 12:00:00 AM,2005,2005,100 PECK AVE,OFFN AGAINST FAMILY,0,171997
10/16/2022 12:00:00 AM,2024,2024,300 NOTTINGHAM RD,OFFN AGAINST FAMILY,0,171998
10/16/2022 12:00:00 AM,2214,2214,1100 BELLEVUE AVE,CRIMINAL MISCHIEF,1,171999
10/16/2022 12:00:00 AM,2310,2310,200 N  GEDDES ST,POSSESSION/USE DANGEROUS WEAPONS,0,172000
10/17/2022 12:00:00 AM,0038,0038,400 WYOMING ST,SIMPLE ASSAULT,0,172001
10/17/2022 12:00:00 AM,0536,0536,200 NICHOLS AVE,SIMPLE ASSAULT,0,172002
10/17/2022 12:00:00 AM,1600,0653,500 HICKORY ST,CRIMINAL MISCHIEF,1,172003
10/17/2022 12:00:00 AM,1047,1047,200 BOSTON ST,SIMPLE ASSAULT,0,172004
10/17/2022 12:00:00 AM,1107,1107,2100 E  FAYETTE ST,POSSESSION/USE DANGEROUS WEAPONS,0,172005
10/17/2022 12:00:00 AM,1218,1218,200 BEECHER ST,POSSESSION/USE DRUG,0,172006
10/17/2022 12:00:00 AM,1231,1231,100 LANDON AVE,OFFN AGAINST FAMILY,0,172007
10/17/2022 12:00:00 AM,1319,1319,400 W  COLVIN ST,OFFN AGAINST FAMILY,0,172008
10/17/2022 12:00:00 AM,1501,1501,100 W  CORNING AVE,CRIMINAL MISCHIEF,0,172009
10/17/2022 12:00:00 AM,1525,1525,1400 W  COLVIN ST,CRIMINAL MISCHIEF,0,172010
10/17/2022 12:00:00 AM,1543,1543,500 S  SALINA ST,ALL OTHER OFFENSES,0,172011
10/17/2022 12:00:00 AM,1757,1757,400 NORTH AVE,SIMPLE ASSAULT,0,172012
10/17/2022 12:00:00 AM,2029,2029,400 MERRIMAN AVE,POSSESSION/USE DANGEROUS WEAPONS,0,172013
10/17/2022 12:00:00 AM,2310,2310,100 TYLER CT,SIMPLE ASSAULT,0,172014
10/18/2022 12:00:00 AM,0125,0125,1400 N  STATE ST,UNAUTHORIZED USE MV,0,172015
10/18/2022 12:00:00 AM,0742,0742,1800 BELLEVUE AVE,SIMPLE ASSAULT,0,172016
10/18/2022 12:00:00 AM,0827,0827,400 RICHMOND AVE,SIMPLE ASSAULT,0,172017
10/18/2022 12:00:00 AM,0709,1005,300 PROSPECT AVE,SIMPLE ASSAULT,0,172018
10/18/2022 12:00:00 AM,1343,1343,3100 E  GENESEE ST,CRIMINAL MISCHIEF,0,172019
10/18/2022 12:00:00 AM,1352,1352,100 N  SALINA ST,OFFN AGAINST FAMILY,1,172020
10/18/2022 12:00:00 AM,1458,1458,1300 PARK ST,CRIMINAL MISCHIEF,1,172021
10/18/2022 12:00:00 AM,1500,1500,300 HUDSON ST,SIMPLE ASSAULT,0,172022
10/18/2022 12:00:00 AM,1550,1550,2500 E  GENESEE ST,SIMPLE ASSAULT,0,172023
10/18/2022 12:00:00 AM,1719,1719,500 HIGHLAND ST,SIMPLE ASSAULT,0,172024
10/18/2022 12:00:00 AM,1914,1914,1600 ERIE BLVD E,CRIMINAL MISCHIEF,1,172025
10/18/2022 12:00:00 AM,1915,1915,500 W  BRIGHTON AVE,CRIMINAL MISCHIEF,0,172026
10/18/2022 12:00:00 AM,2031,2031,200 FURMAN ST,OFFN AGAINST FAMILY,0,172027
10/18/2022 12:00:00 AM,2124,2124,200 BARRETT ST,OFFN AGAINST FAMILY,0,172028
10/18/2022 12:00:00 AM,2148,2148,600 TEALL AVE,POSSESSION/USE DRUG,0,172029
10/18/2022 12:00:00 AM,2231,2231,1100 S  MCBRIDE ST,CRIMINAL MISCHIEF,0,172030
10/18/2022 12:00:00 AM,1423,1458,200 LAKEVIEW AVE,CRIMINAL MISCHIEF,1,172031
10/19/2022 12:00:00 AM,0758,0758,200 MAY AVE,CRIMINAL MISCHIEF,1,172032
10/19/2022 12:00:00 AM,1046,1046,400 W  COLVIN ST,CRIMINAL MISCHIEF,1,172033
10/19/2022 12:00:00 AM,1214,1214,300 TURTLE ST,DRIVING UNDER INFLUENCE,0,172034
10/19/2022 12:00:00 AM,1324,1324,800 WILLIS AVE,OFFN AGAINST FAMILY,0,172035
10/19/2022 12:00:00 AM,1358,1358,300 WELLESLEY RD,CRIMINAL MISCHIEF,1,172036
10/19/2022 12:00:00 AM,1431,1431,300 HIAWATHA BLVD W,OFFN AGAINST FAMILY,0,172037
10/19/2022 12:00:00 AM,1545,1545,400 BUTTERNUT ST,DISORDERLY CONDUCT,1,172038
10/19/2022 12:00:00 AM,1624,1624,1200 PARK ST,OFFN AGAINST FAMILY,0,172039
10/19/2022 12:00:00 AM,1701,1701,1300 PARK ST,CRIMINAL MISCHIEF,1,172040
10/19/2022 12:00:00 AM,1725,1725,100 DICKERSON ST,POSSESSION/USE DRUG,0,172041
10/19/2022 12:00:00 AM,1742,1742,100 W  PLEASANT AVE,SIMPLE ASSAULT,0,172042
10/19/2022 12:00:00 AM,1755,1755,600 ROBINSON ST,SIMPLE ASSAULT,0,172043
10/19/2022 12:00:00 AM,1824,1824,1200 S  SALINA ST,STOLEN PROPERTY,0,172044
10/19/2022 12:00:00 AM,1849,1849,100 HALL AVE,OFFN AGAINST FAMILY,0,172045
10/19/2022 12:00:00 AM,1946,1946,100 LAFAYETTE RD,SIMPLE ASSAULT,0,172046
10/19/2022 12:00:00 AM,2001,2001,600 E  DIVISION ST,SIMPLE ASSAULT,0,172047
10/19/2022 12:00:00 AM,2126,2126,200 HAZELWOOD AVE,SIMPLE ASSAULT,0,172048
10/19/2022 12:00:00 AM,2141,2141,400 W  ONONDAGA ST,SIMPLE ASSAULT,0,172049
10/19/2022 12:00:00 AM,2148,2148,200 N  GEDDES ST,ALL OTHER OFFENSES,0,172050
10/19/2022 12:00:00 AM,0900,1320,100 E  ADAMS ST,CRIMINAL MISCHIEF,0,172051
10/20/2022 12:00:00 AM,0147,0147,300 N  CROUSE AVE,CRIMINAL MISCHIEF,0,172052
10/20/2022 12:00:00 AM,0254,0254,2800 JAMES ST,CRIMINAL MISCHIEF,0,172053
10/20/2022 12:00:00 AM,0853,0853,100 MARKLAND AVE,CRIMINAL MISCHIEF,1,172054
10/20/2022 12:00:00 AM,0921,0921,100 UNION AVE,SIMPLE ASSAULT,0,172055
10/20/2022 12:00:00 AM,0942,0942,200 SABINE ST,POSSESSION/USE DRUG,0,172056
10/20/2022 12:00:00 AM,1401,1401,200 GRAND AVE,SIMPLE ASSAULT,0,172057
10/20/2022 12:00:00 AM,1629,1629,1700 LODI ST,SIMPLE ASSAULT,0,172058
10/20/2022 12:00:00 AM,2009,2009,1100 S  TOWNSEND ST,POSSESSION/USE DANGEROUS WEAPONS,0,172059
10/21/2022 12:00:00 AM,0120,0120,100 BENEDICT AVE,SIMPLE ASSAULT,0,172060
10/21/2022 12:00:00 AM,0235,0235,1300 LODI ST,POSSESSION/USE DRUG,0,172061
10/21/2022 12:00:00 AM,0828,0828,300 PROSPECT AVE,SIMPLE ASSAULT,0,172062
10/21/2022 12:00:00 AM,0908,0908,800 PARK ST,OFFN AGAINST FAMILY,0,172063
10/21/2022 12:00:00 AM,1316,1316,300 OTISCO ST,OFFN AGAINST FAMILY,0,172064
10/21/2022 12:00:00 AM,1348,1348,600 ROBINSON ST,SIMPLE ASSAULT,0,172065
10/21/2022 12:00:00 AM,1525,1525,300 GARFIELD AVE,OFFN AGAINST FAMILY,0,172066
10/21/2022 12:00:00 AM,1605,1605,500 S  STATE ST,SIMPLE ASSAULT,0,172067
10/21/2022 12:00:00 AM,1612,1612,100 DAWES AVE,CRIMINAL MISCHIEF,0,172068
10/21/2022 12:00:00 AM,1951,1951,300 BURT ST,SIMPLE ASSAULT,0,172069
10/21/2022 12:00:00 AM,2248,2248,1400 S  SALINA ST,SIMPLE ASSAULT,0,172070
10/22/2022 12:00:00 AM,0054,0054,300 BURDICK AVE,CRIMINAL MISCHIEF,0,172071
10/22/2022 12:00:00 AM,0059,0059,300 JAMESEVILLE AVE,SIMPLE ASSAULT,0,172072
10/22/2022 12:00:00 AM,0102,0102,900 LEMOYNE AVE,OFFN AGAINST FAMILY,0,172073
10/22/2022 12:00:00 AM,0208,0208,700 LODI ST,SIMPLE ASSAULT,0,172074
